From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (GO)	Gene Names (primary)
CAH3127130.1	A0AAU9WUZ1	unreviewed	A0AAU9WUZ1_9CNID	Selenoprotein O	PMEA_00012884	Pocillopora meandrina	680			GO:0005524; GO:0016779; GO:0046872	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleotidyltransferase activity [GO:0016779]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleotidyltransferase activity [GO:0016779]	
PFX20027.1	A0A2B4RUK8	unreviewed	A0A2B4RUK8_STYPI	Basic leucine zipper and W2 domain-containing protein 1	bzw1 AWC38_SpisGene15543	Stylophora pistillata (Smooth cauliflower coral)	481	cytoplasm [GO:0005737]; membrane [GO:0016020]		GO:0005737; GO:0016020		cytoplasm [GO:0005737]; membrane [GO:0016020]	bzw1
CAH3130615.1	A0AAU9WYM3	unreviewed	A0AAU9WYM3_9CNID	Cystatin domain-containing protein	PMEA_00014258	Pocillopora meandrina	161			GO:0004869	cysteine-type endopeptidase inhibitor activity [GO:0004869]	cysteine-type endopeptidase inhibitor activity [GO:0004869]	
CAH3168262.1	A0AAU9Y3C5	unreviewed	A0AAU9Y3C5_9CNID	Protein kinase domain-containing protein	PMEA_00008632	Pocillopora meandrina	529		necroptotic signaling pathway [GO:0097527]	GO:0004672; GO:0005524; GO:0097527	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; necroptotic signaling pathway [GO:0097527]	
CAH3123261.1	A0AAU9WR78	unreviewed	A0AAU9WR78_9CNID	Leucine-rich repeat-containing N-terminal plant-type domain-containing protein	PMEA_00009549	Pocillopora meandrina	1114	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
CAH3044124.1	A0AAU9W541	unreviewed	A0AAU9W541_9CNID	Uncharacterized protein	PMEA_00030950	Pocillopora meandrina	204	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
RMX44031.1	A0A3M6TRR5	unreviewed	A0A3M6TRR5_POCDA	Uncharacterized protein	pdam_00022979	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	153						
CAH3104315.1	A0AAU9W7D6	unreviewed	A0AAU9W7D6_9CNID	Vacuolar ATP synthase subunit E	PMEA_00034651	Pocillopora meandrina	226	proton-transporting two-sector ATPase complex, catalytic domain [GO:0033178]		GO:0033178; GO:0046961	proton-transporting ATPase activity, rotational mechanism [GO:0046961]	proton-transporting two-sector ATPase complex, catalytic domain [GO:0033178]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]	
CAH3112244.1	A0AAU9WEU0	unreviewed	A0AAU9WEU0_9CNID	SAM domain-containing protein	PMEA_00005035	Pocillopora meandrina	946	nucleus [GO:0005634]	negative regulation of DNA-templated transcription [GO:0045892]	GO:0003682; GO:0005634; GO:0042393; GO:0045892	chromatin binding [GO:0003682]; histone binding [GO:0042393]	nucleus [GO:0005634]; chromatin binding [GO:0003682]; histone binding [GO:0042393]; negative regulation of DNA-templated transcription [GO:0045892]	
RMX55986.1	A0A3M6UQP4	unreviewed	A0A3M6UQP4_POCDA	Uncharacterized protein	pdam_00016400	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	771						
CAH3046549.1	A0AAU9W5M2	unreviewed	A0AAU9W5M2_9CNID	D-inositol 3-phosphate glycosyltransferase	PMEA_00033314	Pocillopora meandrina	684						
RMX57814.1	A0A3M6UWB8	unreviewed	A0A3M6UWB8_POCDA	Peptidase A2 domain-containing protein	pdam_00020690	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	724						
PFX24382.1	A0A2B4S794	unreviewed	A0A2B4S794_STYPI	Beta-hexosaminidase (EC 3.2.1.52)	HEXB AWC38_SpisGene11038	Stylophora pistillata (Smooth cauliflower coral)	522	lysosome [GO:0005764]; membrane [GO:0016020]	carbohydrate metabolic process [GO:0005975]; ganglioside catabolic process [GO:0006689]; glycosaminoglycan metabolic process [GO:0030203]	GO:0005764; GO:0005975; GO:0006689; GO:0016020; GO:0016231; GO:0030203	beta-N-acetylglucosaminidase activity [GO:0016231]	lysosome [GO:0005764]; membrane [GO:0016020]; beta-N-acetylglucosaminidase activity [GO:0016231]; carbohydrate metabolic process [GO:0005975]; ganglioside catabolic process [GO:0006689]; glycosaminoglycan metabolic process [GO:0030203]	HEXB
RMX51933.1	A0A3M6UE24	unreviewed	A0A3M6UE24_POCDA	C3H1-type domain-containing protein	pdam_00004717	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	210	nucleus [GO:0005634]		GO:0003950; GO:0005634; GO:0008270	NAD+-protein poly-ADP-ribosyltransferase activity [GO:0003950]; zinc ion binding [GO:0008270]	nucleus [GO:0005634]; NAD+-protein poly-ADP-ribosyltransferase activity [GO:0003950]; zinc ion binding [GO:0008270]	
CAH3124741.1	A0AAU9WSS0	unreviewed	A0AAU9WSS0_9CNID	VWFA domain-containing protein	PMEA_00011457	Pocillopora meandrina	850						
RMX44428.1	A0A3M6TT08	unreviewed	A0A3M6TT08_POCDA	OTU domain-containing protein	pdam_00010086	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	541						
RMX44195.1	A0A3M6TS24	unreviewed	A0A3M6TS24_POCDA	Uncharacterized protein	pdam_00002520	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	75						
PFX34431.1	A0A2B4SX14	unreviewed	A0A2B4SX14_STYPI	Uncharacterized protein	AWC38_SpisGene613	Stylophora pistillata (Smooth cauliflower coral)	616						
CAH3103632.1	A0AAU9WAQ4	unreviewed	A0AAU9WAQ4_9CNID	Fibrinogen C-terminal domain-containing protein	PMEA_00035210	Pocillopora meandrina	294	collagen-containing extracellular matrix [GO:0062023]; extracellular space [GO:0005615]		GO:0005615; GO:0062023		collagen-containing extracellular matrix [GO:0062023]; extracellular space [GO:0005615]	
CAH3031105.1	A0AAU9VJP4	unreviewed	A0AAU9VJP4_9CNID	Uncharacterized protein	PMEA_00001055	Pocillopora meandrina	97						
KAK2551724.1	A0AAD9PZG2	unreviewed	A0AAD9PZG2_ACRCE	RNA-directed DNA polymerase from transposon BS	P5673_027324	Acropora cervicornis (Staghorn coral)	474			GO:0003964	RNA-directed DNA polymerase activity [GO:0003964]	RNA-directed DNA polymerase activity [GO:0003964]	
RMX55567.1	A0A3M6UPF3	unreviewed	A0A3M6UPF3_POCDA	Uncharacterized protein	pdam_00001726	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	145						
KAJ7391456.1	A0A9X0A0Y2	unreviewed	A0A9X0A0Y2_9CNID	Uncharacterized protein	OS493_018503	Desmophyllum pertusum	575						
CAH3046035.1	A0AAU9W4Y8	unreviewed	A0AAU9W4Y8_9CNID	FAD-binding PCMH-type domain-containing protein	PMEA_00033056	Pocillopora meandrina	610	membrane [GO:0016020]		GO:0003885; GO:0016020; GO:0071949	D-arabinono-1,4-lactone oxidase activity [GO:0003885]; FAD binding [GO:0071949]	membrane [GO:0016020]; D-arabinono-1,4-lactone oxidase activity [GO:0003885]; FAD binding [GO:0071949]	
CAH3146810.1	A0AAU9XIA4	unreviewed	A0AAU9XIA4_9CNID	long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PMEA_00023078	Pocillopora meandrina	711	endoplasmic reticulum [GO:0005783]; lipid droplet [GO:0005811]; plasma membrane [GO:0005886]	long-chain fatty-acyl-CoA metabolic process [GO:0035336]; neuron differentiation [GO:0030182]	GO:0004467; GO:0005783; GO:0005811; GO:0005886; GO:0030182; GO:0035336	long-chain fatty acid-CoA ligase activity [GO:0004467]	endoplasmic reticulum [GO:0005783]; lipid droplet [GO:0005811]; plasma membrane [GO:0005886]; long-chain fatty acid-CoA ligase activity [GO:0004467]; long-chain fatty-acyl-CoA metabolic process [GO:0035336]; neuron differentiation [GO:0030182]	
RMX42280.1	A0A3M6TLQ1	unreviewed	A0A3M6TLQ1_POCDA	C2 domain-containing protein	pdam_00009868	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	707	exocytic vesicle [GO:0070382]; plasma membrane [GO:0005886]	calcium-ion regulated exocytosis [GO:0017156]	GO:0000149; GO:0001786; GO:0005509; GO:0005544; GO:0005886; GO:0017156; GO:0030276; GO:0070382	calcium ion binding [GO:0005509]; calcium-dependent phospholipid binding [GO:0005544]; clathrin binding [GO:0030276]; phosphatidylserine binding [GO:0001786]; SNARE binding [GO:0000149]	exocytic vesicle [GO:0070382]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; calcium-dependent phospholipid binding [GO:0005544]; clathrin binding [GO:0030276]; phosphatidylserine binding [GO:0001786]; SNARE binding [GO:0000149]; calcium-ion regulated exocytosis [GO:0017156]	
RMX47692.1	A0A3M6U210	unreviewed	A0A3M6U210_POCDA	C2H2-type domain-containing protein	pdam_00025542	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	419						
RMX41225.1	A0A3M6TIJ0	unreviewed	A0A3M6TIJ0_POCDA	Uncharacterized protein	pdam_00013267	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	248						
RMX37357.1	A0A3M6T7G4	unreviewed	A0A3M6T7G4_POCDA	Uncharacterized protein	pdam_00024964	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	515						
CAH3127484.1	A0AAU9WVB3	unreviewed	A0AAU9WVB3_9CNID	HEPN domain-containing protein	PMEA_00012581	Pocillopora meandrina	4440			GO:0030544	Hsp70 protein binding [GO:0030544]	Hsp70 protein binding [GO:0030544]	
RMX52457.1	A0A3M6UFJ2	unreviewed	A0A3M6UFJ2_POCDA	SMODS and SLOG-associating 2TM effector domain-containing protein	pdam_00020286	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	152	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
RMX46852.1	A0A3M6TZN4	unreviewed	A0A3M6TZN4_POCDA	Uromodulin	pdam_00007672	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1152	membrane [GO:0016020]		GO:0005509; GO:0016020	calcium ion binding [GO:0005509]	membrane [GO:0016020]; calcium ion binding [GO:0005509]	
RMX45560.1	A0A3M6TVZ1	unreviewed	A0A3M6TVZ1_POCDA	MSP domain-containing protein	pdam_00012937	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	264	cytoplasm [GO:0005737]; membrane [GO:0016020]		GO:0005737; GO:0016020		cytoplasm [GO:0005737]; membrane [GO:0016020]	
PFX24094.1	A0A2B4S068	unreviewed	A0A2B4S068_STYPI	D-inositol 3-phosphate glycosyltransferase	mshA AWC38_SpisGene11305	Stylophora pistillata (Smooth cauliflower coral)	2837	membrane [GO:0016020]		GO:0016020; GO:0016740	transferase activity [GO:0016740]	membrane [GO:0016020]; transferase activity [GO:0016740]	mshA
CAH3106280.1	A0AAU9W6U9	unreviewed	A0AAU9W6U9_9CNID	Uncharacterized protein	PMEA_00001419	Pocillopora meandrina	200						
CAH3108589.1	A0AAU9WBB8	unreviewed	A0AAU9WBB8_9CNID	Uncharacterized protein	PMEA_00002619	Pocillopora meandrina	205						
CAH3146984.1	A0AAU9XHP0	unreviewed	A0AAU9XHP0_9CNID	Uncharacterized protein	PMEA_00023215	Pocillopora meandrina	352						
RMX43703.1	A0A3M6TQK7	unreviewed	A0A3M6TQK7_POCDA	Uncharacterized protein	pdam_00006358	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	353						
CAH3159882.1	A0AAU9XWF7	unreviewed	A0AAU9XWF7_9CNID	Tetratricopeptide repeat protein 7 N-terminal domain-containing protein	PMEA_00032153	Pocillopora meandrina	846	plasma membrane [GO:0005886]	phosphatidylinositol phosphate biosynthetic process [GO:0046854]; protein localization to plasma membrane [GO:0072659]	GO:0005886; GO:0046854; GO:0072659		plasma membrane [GO:0005886]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]; protein localization to plasma membrane [GO:0072659]	
RMX40563.1	A0A3M6TGP3	unreviewed	A0A3M6TGP3_POCDA	EF-hand domain-containing protein	pdam_00016573	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	193	myosin II complex [GO:0016460]		GO:0005509; GO:0016460	calcium ion binding [GO:0005509]	myosin II complex [GO:0016460]; calcium ion binding [GO:0005509]	
CAH3121797.1	A0AAU9WQE7	unreviewed	A0AAU9WQE7_9CNID	Uncharacterized protein	PMEA_00008818	Pocillopora meandrina	254						
RMX46921.1	A0A3M6U006	unreviewed	A0A3M6U006_POCDA	C2H2-type domain-containing protein	pdam_00022112	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	565			GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]	
CAH3161778.1	A0AAU9XYE3	unreviewed	A0AAU9XYE3_9CNID	Apolipoprotein L3	PMEA_00033925	Pocillopora meandrina	309	extracellular region [GO:0005576]; membrane [GO:0016020]	lipid transport [GO:0006869]; lipoprotein metabolic process [GO:0042157]	GO:0005576; GO:0006869; GO:0008289; GO:0016020; GO:0042157	lipid binding [GO:0008289]	extracellular region [GO:0005576]; membrane [GO:0016020]; lipid binding [GO:0008289]; lipid transport [GO:0006869]; lipoprotein metabolic process [GO:0042157]	
RMX59124.1	A0A3M6V030	unreviewed	A0A3M6V030_POCDA	Uncharacterized protein	pdam_00009816	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	85						
RMX44808.1	A0A3M6TU35	unreviewed	A0A3M6TU35_POCDA	VWFC domain-containing protein	pdam_00016354	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	139						
CAB4026351.1	A0A6S7J8F6	unreviewed	A0A6S7J8F6_PARCT	Endonuclease/exonuclease/phosphatase domain-containing protein	PACLA_8A000235	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	418			GO:0003824	catalytic activity [GO:0003824]	catalytic activity [GO:0003824]	
CAH3146699.1	A0AAU9XFG9	unreviewed	A0AAU9XFG9_9CNID	TRADD-like N-terminal domain-containing protein	PMEA_00023239	Pocillopora meandrina	604			GO:0003677; GO:0016757	DNA binding [GO:0003677]; glycosyltransferase activity [GO:0016757]	DNA binding [GO:0003677]; glycosyltransferase activity [GO:0016757]	
CAH3161784.1	A0AAU9XX15	unreviewed	A0AAU9XX15_9CNID	Uncharacterized protein	PMEA_00033927	Pocillopora meandrina	717	extracellular region [GO:0005576]; membrane [GO:0016020]	lipid transport [GO:0006869]; lipoprotein metabolic process [GO:0042157]	GO:0005576; GO:0006869; GO:0008289; GO:0016020; GO:0042157	lipid binding [GO:0008289]	extracellular region [GO:0005576]; membrane [GO:0016020]; lipid binding [GO:0008289]; lipid transport [GO:0006869]; lipoprotein metabolic process [GO:0042157]	
CAH3039242.1	A0AAU9VTQ3	unreviewed	A0AAU9VTQ3_9CNID	Uncharacterized protein	PMEA_00025647	Pocillopora meandrina	155						
CAH3041669.1	A0AAU9W0H7	unreviewed	A0AAU9W0H7_9CNID	Dolichol-phosphate mannosyltransferase subunit 1 (EC 2.4.1.83)	PMEA_00029313	Pocillopora meandrina	241	endoplasmic reticulum membrane [GO:0005789]	dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; GPI anchor biosynthetic process [GO:0006506]; protein O-linked mannosylation [GO:0035269]	GO:0004582; GO:0005789; GO:0006488; GO:0006506; GO:0035269	dolichyl-phosphate beta-D-mannosyltransferase activity [GO:0004582]	endoplasmic reticulum membrane [GO:0005789]; dolichyl-phosphate beta-D-mannosyltransferase activity [GO:0004582]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; GPI anchor biosynthetic process [GO:0006506]; protein O-linked mannosylation [GO:0035269]	
RMX40109.1	A0A3M6TFM1	unreviewed	A0A3M6TFM1_POCDA	OB domain-containing protein	pdam_00002329	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	174	cytosol [GO:0005829]; nuclear speck [GO:0016607]	DNA repair [GO:0006281]; maintenance of rDNA [GO:0043007]; negative regulation of double-strand break repair via homologous recombination [GO:2000042]; regulation of sister chromatid segregation [GO:0033045]	GO:0005829; GO:0006281; GO:0016607; GO:0033045; GO:0043007; GO:2000042		cytosol [GO:0005829]; nuclear speck [GO:0016607]; DNA repair [GO:0006281]; maintenance of rDNA [GO:0043007]; negative regulation of double-strand break repair via homologous recombination [GO:2000042]; regulation of sister chromatid segregation [GO:0033045]	
CAH3142464.1	A0AAU9XAT5	unreviewed	A0AAU9XAT5_9CNID	Uncharacterized protein	PMEA_00019863	Pocillopora meandrina	101						
CAH3149554.1	A0AAU9XJP1	unreviewed	A0AAU9XJP1_9CNID	DOMON domain-containing protein	PMEA_00024383	Pocillopora meandrina	198	extracellular space [GO:0005615]; secretory granule membrane [GO:0030667]	dopamine catabolic process [GO:0042420]; norepinephrine biosynthetic process [GO:0042421]; octopamine biosynthetic process [GO:0006589]	GO:0004500; GO:0005615; GO:0006589; GO:0030667; GO:0042420; GO:0042421	dopamine beta-monooxygenase activity [GO:0004500]	extracellular space [GO:0005615]; secretory granule membrane [GO:0030667]; dopamine beta-monooxygenase activity [GO:0004500]; dopamine catabolic process [GO:0042420]; norepinephrine biosynthetic process [GO:0042421]; octopamine biosynthetic process [GO:0006589]	
RMX59799.1	A0A3M6V1X1	unreviewed	A0A3M6V1X1_POCDA	Enoyl reductase (ER) domain-containing protein	pdam_00007327	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	351			GO:0016491	oxidoreductase activity [GO:0016491]	oxidoreductase activity [GO:0016491]	
CAH3147608.1	A0AAU9XH68	unreviewed	A0AAU9XH68_9CNID	Low molecular weight phosphotyrosine protein phosphatase (LMW-PTP) (LMW-PTPase) (EC 3.1.3.2) (EC 3.1.3.48) (Low molecular weight cytosolic acid phosphatase)	PMEA_00023485	Pocillopora meandrina	159	cytoplasm [GO:0005737]		GO:0003993; GO:0004726; GO:0005737	acid phosphatase activity [GO:0003993]; non-membrane spanning protein tyrosine phosphatase activity [GO:0004726]	cytoplasm [GO:0005737]; acid phosphatase activity [GO:0003993]; non-membrane spanning protein tyrosine phosphatase activity [GO:0004726]	
CAH3040389.1	A0AAU9VVV3	unreviewed	A0AAU9VVV3_9CNID	G-protein coupled receptors family 1 profile domain-containing protein	PMEA_00025995	Pocillopora meandrina	663	membrane [GO:0016020]		GO:0004930; GO:0016020	G protein-coupled receptor activity [GO:0004930]	membrane [GO:0016020]; G protein-coupled receptor activity [GO:0004930]	
CAH3146729.1	A0AAU9XG29	unreviewed	A0AAU9XG29_9CNID	Uncharacterized protein	PMEA_00023309	Pocillopora meandrina	116						
CAH3118446.1	A0AAU9WM64	unreviewed	A0AAU9WM64_9CNID	Uncharacterized protein	PMEA_00007345	Pocillopora meandrina	363						
RMX56993.1	A0A3M6UTH5	unreviewed	A0A3M6UTH5_POCDA	Sulfatase N-terminal domain-containing protein	pdam_00016144	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1951	extracellular space [GO:0005615]; membrane [GO:0016020]		GO:0005615; GO:0016020		extracellular space [GO:0005615]; membrane [GO:0016020]	
CAH3115690.1	A0AAU9WJK3	unreviewed	A0AAU9WJK3_9CNID	RING-type domain-containing protein	PMEA_00006505	Pocillopora meandrina	631		protein ubiquitination [GO:0016567]	GO:0008270; GO:0016567; GO:0061630	ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]	ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]; protein ubiquitination [GO:0016567]	
CAH3161055.1	A0AAU9XXN1	unreviewed	A0AAU9XXN1_9CNID	Uncharacterized protein	PMEA_00032693	Pocillopora meandrina	78						
CAH3123127.1	A0AAU9WRP8	unreviewed	A0AAU9WRP8_9CNID	G-protein coupled receptors family 1 profile domain-containing protein	PMEA_00009492	Pocillopora meandrina	466	plasma membrane [GO:0005886]		GO:0004930; GO:0005886	G protein-coupled receptor activity [GO:0004930]	plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]	
RMX51438.1	A0A3M6UDD8	unreviewed	A0A3M6UDD8_POCDA	TNF receptor-associated factor 4	pdam_00023582	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	433	cytoplasm [GO:0005737]	regulation of apoptotic process [GO:0042981]; regulation of canonical NF-kappaB signal transduction [GO:0043122]; signal transduction [GO:0007165]	GO:0005737; GO:0007165; GO:0008270; GO:0042981; GO:0043122	zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]; regulation of apoptotic process [GO:0042981]; regulation of canonical NF-kappaB signal transduction [GO:0043122]; signal transduction [GO:0007165]	
CAH3162209.1	A0AAU9XYW1	unreviewed	A0AAU9XYW1_9CNID	G-protein coupled receptors family 1 profile domain-containing protein	PMEA_00034092	Pocillopora meandrina	298	plasma membrane [GO:0005886]		GO:0004930; GO:0005886	G protein-coupled receptor activity [GO:0004930]	plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]	
CAH3124493.1	A0AAU9WSP6	unreviewed	A0AAU9WSP6_9CNID	Uncharacterized protein	PMEA_00011306	Pocillopora meandrina	382	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
RMX48653.1	A0A3M6U4P6	unreviewed	A0A3M6U4P6_POCDA	Transmembrane protein 151B	pdam_00008023	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	523	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
CAH3165297.1	A0AAU9Y1B3	unreviewed	A0AAU9Y1B3_9CNID	G-protein coupled receptors family 2 profile 2 domain-containing protein	PMEA_00003427	Pocillopora meandrina	425	plasma membrane [GO:0005886]	cell surface receptor signaling pathway [GO:0007166]	GO:0004930; GO:0005886; GO:0007166	G protein-coupled receptor activity [GO:0004930]	plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; cell surface receptor signaling pathway [GO:0007166]	
RMX47992.1	A0A3M6U2V2	unreviewed	A0A3M6U2V2_POCDA	Uncharacterized protein	pdam_00005374	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	300						
CAH3147986.1	A0AAU9XHB1	unreviewed	A0AAU9XHB1_9CNID	Uncharacterized protein	PMEA_00023714	Pocillopora meandrina	756	plasma membrane [GO:0005886]		GO:0005886; GO:0022857	transmembrane transporter activity [GO:0022857]	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	
PFX11900.1	A0A2B4R5Y0	unreviewed	A0A2B4R5Y0_STYPI	Mutator-like transposase domain-containing protein	AWC38_SpisGene24227	Stylophora pistillata (Smooth cauliflower coral)	271						
RMX45432.1	A0A3M6TVK7	unreviewed	A0A3M6TVK7_POCDA	Aminopeptidase N-like N-terminal domain-containing protein	pdam_00019301	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	228	cytoplasm [GO:0005737]; extracellular space [GO:0005615]; membrane [GO:0016020]	peptide catabolic process [GO:0043171]; proteolysis [GO:0006508]	GO:0005615; GO:0005737; GO:0006508; GO:0008270; GO:0016020; GO:0042277; GO:0043171; GO:0070006	metalloaminopeptidase activity [GO:0070006]; peptide binding [GO:0042277]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; extracellular space [GO:0005615]; membrane [GO:0016020]; metalloaminopeptidase activity [GO:0070006]; peptide binding [GO:0042277]; zinc ion binding [GO:0008270]; peptide catabolic process [GO:0043171]; proteolysis [GO:0006508]	
RMX56612.1	A0A3M6USI0	unreviewed	A0A3M6USI0_POCDA	PiggyBac transposable element-derived protein domain-containing protein	pdam_00002381	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	158						
CAH3137400.1	A0AAU9X6W5	unreviewed	A0AAU9X6W5_9CNID	Uncharacterized protein	PMEA_00018060	Pocillopora meandrina	79						
RMX36954.1	A0A3M6T6N5	unreviewed	A0A3M6T6N5_POCDA	U2 snRNP-associated SURP motif-containing protein	pdam_00000962	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1041	nucleus [GO:0005634]	RNA processing [GO:0006396]	GO:0003723; GO:0005634; GO:0006396	RNA binding [GO:0003723]	nucleus [GO:0005634]; RNA binding [GO:0003723]; RNA processing [GO:0006396]	
KAK2570284.1	A0AAD9QZC6	unreviewed	A0AAD9QZC6_ACRCE	Peptidase A2 domain-containing protein	P5673_005071	Acropora cervicornis (Staghorn coral)	618		proteolysis [GO:0006508]	GO:0003676; GO:0004190; GO:0006508; GO:0008270	aspartic-type endopeptidase activity [GO:0004190]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	aspartic-type endopeptidase activity [GO:0004190]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]	
CAH3136524.1	A0AAU9X4X7	unreviewed	A0AAU9X4X7_9CNID	Uncharacterized protein	PMEA_00017773	Pocillopora meandrina	66						
RMX39495.1	A0A3M6TDK7	unreviewed	A0A3M6TDK7_POCDA	C3H1-type domain-containing protein	pdam_00015405	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1225	precatalytic spliceosome [GO:0071011]		GO:0003723; GO:0008270; GO:0071011	RNA binding [GO:0003723]; zinc ion binding [GO:0008270]	precatalytic spliceosome [GO:0071011]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]	
RMX43314.1	A0A3M6TPX6	unreviewed	A0A3M6TPX6_POCDA	PiggyBac transposable element-derived protein domain-containing protein	pdam_00014977	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	142						
CAH3045335.1	A0AAU9W3K1	unreviewed	A0AAU9W3K1_9CNID	SRA1/Sec31 domain-containing protein	PMEA_00033504	Pocillopora meandrina	478	nucleus [GO:0005634]	regulation of transcription by RNA polymerase II [GO:0006357]	GO:0003713; GO:0005634; GO:0006357	transcription coactivator activity [GO:0003713]	nucleus [GO:0005634]; transcription coactivator activity [GO:0003713]; regulation of transcription by RNA polymerase II [GO:0006357]	
RMX34730.1	A0A3M6T4F0	unreviewed	A0A3M6T4F0_POCDA	Dynein light chain roadblock	pdam_00010188	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	107	cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]; microtubule [GO:0005874]	microtubule-based movement [GO:0007018]	GO:0005737; GO:0005868; GO:0005874; GO:0007018; GO:0045505	dynein intermediate chain binding [GO:0045505]	cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]; microtubule [GO:0005874]; dynein intermediate chain binding [GO:0045505]; microtubule-based movement [GO:0007018]	
CAH3152983.1	A0AAU9XNF3	unreviewed	A0AAU9XNF3_9CNID	Uncharacterized protein	PMEA_00026902	Pocillopora meandrina	248	cytosol [GO:0005829]; nucleus [GO:0005634]	regulation of lipid biosynthetic process [GO:0046890]	GO:0005634; GO:0005829; GO:0046890		cytosol [GO:0005829]; nucleus [GO:0005634]; regulation of lipid biosynthetic process [GO:0046890]	
CAH3142940.1	A0AAU9XBX3	unreviewed	A0AAU9XBX3_9CNID	Uncharacterized protein	PMEA_00020348	Pocillopora meandrina	141						
RMX39996.1	A0A3M6TF11	unreviewed	A0A3M6TF11_POCDA	Uncharacterized protein	pdam_00017276	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	145						
RMX46000.1	A0A3M6TX98	unreviewed	A0A3M6TX98_POCDA	E3 ubiquitin-protein ligase TRIM71	pdam_00002054	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1468			GO:0008270; GO:0061630	ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]	ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]	
