"orthoID","mcap_gene","pacu_gene","pcom_gene"
"ortho7432","Montipora_capitata_HIv3___RNAseq.g24711.t1","Pocillopora_acuta_HIv2___RNAseq.g28197.t1","Porites_compressa_HIv1___RNAseq.g37685.t1"
"ortho7433","Montipora_capitata_HIv3___TS.g38468.t2","Pocillopora_acuta_HIv2___RNAseq.g3599.t1","Porites_compressa_HIv1___RNAseq.g31276.t1"
"ortho7434","Montipora_capitata_HIv3___RNAseq.g9446.t1","Pocillopora_acuta_HIv2___RNAseq.g17195.t1","Porites_compressa_HIv1___RNAseq.g10814.t1"
"ortho7435","Montipora_capitata_HIv3___RNAseq.g5488.t1","Pocillopora_acuta_HIv2___RNAseq.g1759.t2","Porites_compressa_HIv1___RNAseq.g906.t2"
"ortho7436","Montipora_capitata_HIv3___RNAseq.g24713.t1","Pocillopora_acuta_HIv2___RNAseq.g28198.t1","Porites_compressa_HIv1___RNAseq.g37686.t1"
"ortho7437","Montipora_capitata_HIv3___RNAseq.g12631.t1","Pocillopora_acuta_HIv2___RNAseq.g24893.t1","Porites_compressa_HIv1___RNAseq.g7691.t1"
"ortho7438","Montipora_capitata_HIv3___TS.g40689.t1b","Pocillopora_acuta_HIv2___RNAseq.g1252.t1","Porites_compressa_HIv1___TS.g21185.t1"
"ortho7439","Montipora_capitata_HIv3___TS.g9818.t1b","Pocillopora_acuta_HIv2___TS.g10284.t2","Porites_compressa_HIv1___RNAseq.26326_t"
"ortho7440","Montipora_capitata_HIv3___RNAseq.g16015.t1","Pocillopora_acuta_HIv2___RNAseq.g4554.t1a","Porites_compressa_HIv1___TS.g10891.t1c"
"ortho7441","Montipora_capitata_HIv3___RNAseq.g49867.t1","Pocillopora_acuta_HIv2___RNAseq.8142_t","Porites_compressa_HIv1___RNAseq.g13412.t1"
"ortho7442","Montipora_capitata_HIv3___TS.g17880.t1","Pocillopora_acuta_HIv2___RNAseq.g11685.t1","Porites_compressa_HIv1___RNAseq.g30090.t1"
"ortho7443","Montipora_capitata_HIv3___RNAseq.g5769.t1","Pocillopora_acuta_HIv2___RNAseq.g22225.t1","Porites_compressa_HIv1___RNAseq.g8604.t1"
"ortho7444","Montipora_capitata_HIv3___TS.g14541.t1","Pocillopora_acuta_HIv2___RNAseq.g19239.t1","Porites_compressa_HIv1___RNAseq.g583.t1"
"ortho7445","Montipora_capitata_HIv3___TS.g19260.t1","Pocillopora_acuta_HIv2___TS.g20958.t1","Porites_compressa_HIv1___RNAseq.g6394.t1"
"ortho7446","Montipora_capitata_HIv3___TS.g22975.t2","Pocillopora_acuta_HIv2___RNAseq.g14212.t1","Porites_compressa_HIv1___TS.g7199.t1"
"ortho7447","Montipora_capitata_HIv3___RNAseq.g11521.t1","Pocillopora_acuta_HIv2___RNAseq.g1644.t1","Porites_compressa_HIv1___RNAseq.g10299.t1"
"ortho7448","Montipora_capitata_HIv3___RNAseq.23178_t","Pocillopora_acuta_HIv2___RNAseq.g26669.t1","Porites_compressa_HIv1___RNAseq.g21603.t1"
"ortho7449","Montipora_capitata_HIv3___RNAseq.g25480.t1","Pocillopora_acuta_HIv2___RNAseq.g28047.t1","Porites_compressa_HIv1___RNAseq.g37877.t1"
"ortho7450","Montipora_capitata_HIv3___RNAseq.g49963.t1","Pocillopora_acuta_HIv2___RNAseq.g25694.t1","Porites_compressa_HIv1___RNAseq.g13223.t1"
"ortho7451","Montipora_capitata_HIv3___TS.g24177.t1","Pocillopora_acuta_HIv2___RNAseq.g2439.t1","Porites_compressa_HIv1___RNAseq.32725_t"
"ortho7452","Montipora_capitata_HIv3___RNAseq.g19968.t1","Pocillopora_acuta_HIv2___RNAseq.g26676.t1","Porites_compressa_HIv1___RNAseq.g21608.t1"
"ortho7453","Montipora_capitata_HIv3___RNAseq.g34431.t1","Pocillopora_acuta_HIv2___TS.g221.t1","Porites_compressa_HIv1___RNAseq.g40525.t1"
"ortho7454","Montipora_capitata_HIv3___RNAseq.g47443.t1","Pocillopora_acuta_HIv2___RNAseq.g17884.t1","Porites_compressa_HIv1___RNAseq.20802_t"
"ortho7455","Montipora_capitata_HIv3___TS.g48615.t2","Pocillopora_acuta_HIv2___RNAseq.g14653.t1","Porites_compressa_HIv1___RNAseq.g11408.t1"
"ortho7456","Montipora_capitata_HIv3___RNAseq.g48860.t1","Pocillopora_acuta_HIv2___RNAseq.g5682.t1","Porites_compressa_HIv1___RNAseq.g33645.t1"
"ortho7457","Montipora_capitata_HIv3___TS.g20888.t2","Pocillopora_acuta_HIv2___RNAseq.g24651.t1","Porites_compressa_HIv1___RNAseq.g23590.t2"
"ortho7458","Montipora_capitata_HIv3___RNAseq.g28194.t1a","Pocillopora_acuta_HIv2___RNAseq.g12310.t1","Porites_compressa_HIv1___RNAseq.g19526.t1"
"ortho7459","Montipora_capitata_HIv3___RNAseq.g28194.t1b","Pocillopora_acuta_HIv2___RNAseq.g12301.t1b","Porites_compressa_HIv1___RNAseq.g19523.t1"
"ortho7460","Montipora_capitata_HIv3___TS.g33730.t1","Pocillopora_acuta_HIv2___RNAseq.g28406.t1","Porites_compressa_HIv1___RNAseq.g14836.t1"
"ortho7461","Montipora_capitata_HIv3___TS.g46018.t3","Pocillopora_acuta_HIv2___RNAseq.g15181.t1","Porites_compressa_HIv1___RNAseq.g31729.t1"
"ortho7462","Montipora_capitata_HIv3___RNAseq.g800.t1","Pocillopora_acuta_HIv2___RNAseq.g165.t1","Porites_compressa_HIv1___RNAseq.g22413.t1a"
"ortho7463","Montipora_capitata_HIv3___RNAseq.g29207.t1","Pocillopora_acuta_HIv2___RNAseq.g21229.t1","Porites_compressa_HIv1___RNAseq.g32666.t1"
"ortho7464","Montipora_capitata_HIv3___TS.g28440.t1","Pocillopora_acuta_HIv2___TS.g27154.t2","Porites_compressa_HIv1___RNAseq.g40988.t1"
"ortho7465","Montipora_capitata_HIv3___RNAseq.21923_t","Pocillopora_acuta_HIv2___RNAseq.g619.t1","Porites_compressa_HIv1___RNAseq.g20704.t1"
"ortho7466","Montipora_capitata_HIv3___TS.g11495.t2","Pocillopora_acuta_HIv2___RNAseq.g6447.t1","Porites_compressa_HIv1___RNAseq.g41602.t1"
"ortho7467","Montipora_capitata_HIv3___RNAseq.g29442.t1","Pocillopora_acuta_HIv2___RNAseq.g19613.t1","Porites_compressa_HIv1___TS.g10306.t1"
"ortho7468","Montipora_capitata_HIv3___RNAseq.g44639.t1","Pocillopora_acuta_HIv2___RNAseq.g799.t1","Porites_compressa_HIv1___TS.g28230.t1"
"ortho7469","Montipora_capitata_HIv3___RNAseq.g14487.t1","Pocillopora_acuta_HIv2___RNAseq.g14159.t1","Porites_compressa_HIv1___RNAseq.g1835.t1"
"ortho7470","Montipora_capitata_HIv3___RNAseq.g39860.t1","Pocillopora_acuta_HIv2___RNAseq.g6261.t1","Porites_compressa_HIv1___RNAseq.g24956.t1"
"ortho7471","Montipora_capitata_HIv3___TS.g33522.t1","Pocillopora_acuta_HIv2___TS.g1929.t1","Porites_compressa_HIv1___RNAseq.g21614.t1"
"ortho7472","Montipora_capitata_HIv3___RNAseq.g8920.t1","Pocillopora_acuta_HIv2___RNAseq.g16131.t1","Porites_compressa_HIv1___TS.g18040.t1"
"ortho7473","Montipora_capitata_HIv3___TS.g37041.t2","Pocillopora_acuta_HIv2___RNAseq.g21748.t2","Porites_compressa_HIv1___TS.g8741.t1a"
"ortho7474","Montipora_capitata_HIv3___RNAseq.g39862.t1","Pocillopora_acuta_HIv2___RNAseq.g6254.t1","Porites_compressa_HIv1___RNAseq.g24945.t1"
"ortho7475","Montipora_capitata_HIv3___RNAseq.g21931.t1","Pocillopora_acuta_HIv2___RNAseq.g10564.t1","Porites_compressa_HIv1___RNAseq.g18379.t1"
"ortho7476","Montipora_capitata_HIv3___RNAseq.g41162.t1","Pocillopora_acuta_HIv2___TS.g27662.t3b","Porites_compressa_HIv1___RNAseq.g25638.t1"
"ortho7477","Montipora_capitata_HIv3___RNAseq.g33735.t1","Pocillopora_acuta_HIv2___RNAseq.g18498.t1","Porites_compressa_HIv1___RNAseq.g32223.t1"
"ortho7478","Montipora_capitata_HIv3___TS.g15523.t1b","Pocillopora_acuta_HIv2___RNAseq.g30909.t1","Porites_compressa_HIv1___RNAseq.g26930.t1"
"ortho7479","Montipora_capitata_HIv3___RNAseq.g13246.t1","Pocillopora_acuta_HIv2___RNAseq.g25174.t1","Porites_compressa_HIv1___RNAseq.g29531.t1"
"ortho7480","Montipora_capitata_HIv3___RNAseq.g25262.t1","Pocillopora_acuta_HIv2___RNAseq.g28108.t1","Porites_compressa_HIv1___RNAseq.g4169.t1"
"ortho7481","Montipora_capitata_HIv3___RNAseq.g2915.t1a","Pocillopora_acuta_HIv2___TS.g14962.t1","Porites_compressa_HIv1___RNAseq.g28377.t1b"
"ortho7482","Montipora_capitata_HIv3___RNAseq.g22829.t1","Pocillopora_acuta_HIv2___RNAseq.g6596.t1","Porites_compressa_HIv1___RNAseq.g21101.t1"
"ortho7483","Montipora_capitata_HIv3___RNAseq.g19768.t1","Pocillopora_acuta_HIv2___RNAseq.g11283.t1","Porites_compressa_HIv1___RNAseq.g4936.t1"
"ortho7484","Montipora_capitata_HIv3___RNAseq.g16327.t1","Pocillopora_acuta_HIv2___RNAseq.g6513.t1","Porites_compressa_HIv1___RNAseq.g41558.t1"
"ortho7485","Montipora_capitata_HIv3___TS.g31776.t1","Pocillopora_acuta_HIv2___RNAseq.g26960.t1","Porites_compressa_HIv1___RNAseq.g13856.t1"
"ortho7486","Montipora_capitata_HIv3___RNAseq.g12760.t1","Pocillopora_acuta_HIv2___RNAseq.g24756.t1","Porites_compressa_HIv1___TS.g11729.t1"
"ortho7487","Montipora_capitata_HIv3___TS.g10358.t2b","Pocillopora_acuta_HIv2___TS.g10554.t3","Porites_compressa_HIv1___TS.g21495.t2"
"ortho7488","Montipora_capitata_HIv3___TS.g33721.t1","Pocillopora_acuta_HIv2___RNAseq.g28396.t1","Porites_compressa_HIv1___RNAseq.g14849.t1"
"ortho7489","Montipora_capitata_HIv3___RNAseq.g47124.t1","Pocillopora_acuta_HIv2___RNAseq.g5251.t1","Porites_compressa_HIv1___RNAseq.g33477.t1"
"ortho7490","Montipora_capitata_HIv3___RNAseq.g12154.t1","Pocillopora_acuta_HIv2___RNAseq.g29693.t1","Porites_compressa_HIv1___RNAseq.g9839.t1"
"ortho7491","Montipora_capitata_HIv3___RNAseq.g37653.t1","Pocillopora_acuta_HIv2___RNAseq.g20651.t1","Porites_compressa_HIv1___RNAseq.g3912.t1"
"ortho7492","Montipora_capitata_HIv3___RNAseq.g41156.t1","Pocillopora_acuta_HIv2___RNAseq.g18726.t1","Porites_compressa_HIv1___RNAseq.g25633.t1"
"ortho7493","Montipora_capitata_HIv3___RNAseq.g1912.t1","Pocillopora_acuta_HIv2___RNAseq.g31038.t1","Porites_compressa_HIv1___RNAseq.g28326.t2"
"ortho7494","Montipora_capitata_HIv3___RNAseq.g20107.t1","Pocillopora_acuta_HIv2___RNAseq.g4047.t1","Porites_compressa_HIv1___RNAseq.g39867.t1"
"ortho7495","Montipora_capitata_HIv3___RNAseq.g17973.t1","Pocillopora_acuta_HIv2___TS.g23480.t1b","Porites_compressa_HIv1___RNAseq.g17103.t1"
"ortho7496","Montipora_capitata_HIv3___RNAseq.23737_t","Pocillopora_acuta_HIv2___RNAseq.g4054.t1c","Porites_compressa_HIv1___RNAseq.g39879.t1"
"ortho7497","Montipora_capitata_HIv3___RNAseq.g3123.t1","Pocillopora_acuta_HIv2___RNAseq.g1275.t1","Porites_compressa_HIv1___RNAseq.g11083.t1"
"ortho7498","Montipora_capitata_HIv3___RNAseq.g9178.t1","Pocillopora_acuta_HIv2___RNAseq.g15833.t1","Porites_compressa_HIv1___RNAseq.g10676.t1"
"ortho7499","Montipora_capitata_HIv3___RNAseq.g25260.t1","Pocillopora_acuta_HIv2___RNAseq.g28106.t1b","Porites_compressa_HIv1___RNAseq.g4167.t1"
"ortho7500","Montipora_capitata_HIv3___RNAseq.g11718.t1","Pocillopora_acuta_HIv2___TS.g17383.t1","Porites_compressa_HIv1___RNAseq.g10081.t1"
"ortho7501","Montipora_capitata_HIv3___RNAseq.g3064.t1","Pocillopora_acuta_HIv2___RNAseq.g26505.t1","Porites_compressa_HIv1___TS.g21669.t2"
"ortho7502","Montipora_capitata_HIv3___TS.g32872.t1","Pocillopora_acuta_HIv2___RNAseq.g28464.t1","Porites_compressa_HIv1___RNAseq.g21383.t1"
"ortho7503","Montipora_capitata_HIv3___RNAseq.g24404.t1","Pocillopora_acuta_HIv2___RNAseq.g3870.t1","Porites_compressa_HIv1___TS.g38472.t1a"
"ortho7504","Montipora_capitata_HIv3___RNAseq.g4982.t1","Pocillopora_acuta_HIv2___RNAseq.g1689.t1","Porites_compressa_HIv1___TS.g27048.t1"
"ortho7505","Montipora_capitata_HIv3___RNAseq.g38148.t1","Pocillopora_acuta_HIv2___RNAseq.g5928.t1","Porites_compressa_HIv1___RNAseq.g3864.t1"
"ortho7506","Montipora_capitata_HIv3___RNAseq.g4914.t1","Pocillopora_acuta_HIv2___RNAseq.g2198.t2","Porites_compressa_HIv1___RNAseq.g1175.t1"
"ortho7507","Montipora_capitata_HIv3___RNAseq.g42708.t2","Pocillopora_acuta_HIv2___TS.g29957.t1","Porites_compressa_HIv1___RNAseq.g32929.t1"
"ortho7508","Montipora_capitata_HIv3___RNAseq.g5156.t1","Pocillopora_acuta_HIv2___TS.g26912.t1","Porites_compressa_HIv1___TS.g37148.t1"
"ortho7509","Montipora_capitata_HIv3___RNAseq.g22821.t1","Pocillopora_acuta_HIv2___RNAseq.g10316.t1","Porites_compressa_HIv1___RNAseq.g21113.t1a"
"ortho7510","Montipora_capitata_HIv3___RNAseq.g29616.t3","Pocillopora_acuta_HIv2___TS.g31054.t1","Porites_compressa_HIv1___RNAseq.g6982.t2"
"ortho7511","Montipora_capitata_HIv3___RNAseq.g7500.t1","Pocillopora_acuta_HIv2___RNAseq.g8502.t1","Porites_compressa_HIv1___RNAseq.g20117.t1"
"ortho7512","Montipora_capitata_HIv3___RNAseq.g25526.t2","Pocillopora_acuta_HIv2___RNAseq.g28040.t1","Porites_compressa_HIv1___TS.g21516.t1"
"ortho7513","Montipora_capitata_HIv3___TS.g49275.t1","Pocillopora_acuta_HIv2___RNAseq.g8275.t1","Porites_compressa_HIv1___RNAseq.g32896.t1"
"ortho7514","Montipora_capitata_HIv3___RNAseq.g14665.t1","Pocillopora_acuta_HIv2___RNAseq.3260_t","Porites_compressa_HIv1___RNAseq.g28445.t1"
"ortho7515","Montipora_capitata_HIv3___RNAseq.g18033.t1","Pocillopora_acuta_HIv2___RNAseq.g21465.t1","Porites_compressa_HIv1___RNAseq.g8907.t1"
"ortho7516","Montipora_capitata_HIv3___RNAseq.g16070.t1","Pocillopora_acuta_HIv2___RNAseq.g21445.t1","Porites_compressa_HIv1___RNAseq.g41652.t1"
"ortho7517","Montipora_capitata_HIv3___RNAseq.g15269.t1","Pocillopora_acuta_HIv2___RNAseq.g23933.t1","Porites_compressa_HIv1___RNAseq.g18123.t2"
"ortho7518","Montipora_capitata_HIv3___RNAseq.g45251.t1","Pocillopora_acuta_HIv2___RNAseq.g15219.t1","Porites_compressa_HIv1___RNAseq.g20750.t1"
"ortho7519","Montipora_capitata_HIv3___RNAseq.g21628.t1","Pocillopora_acuta_HIv2___RNAseq.g10979.t1","Porites_compressa_HIv1___RNAseq.g40173.t1"
"ortho7520","Montipora_capitata_HIv3___RNAseq.g23355.t1","Pocillopora_acuta_HIv2___RNAseq.g24168.t1","Porites_compressa_HIv1___RNAseq.g14270.t1"
"ortho7521","Montipora_capitata_HIv3___TS.g46131.t2","Pocillopora_acuta_HIv2___RNAseq.g1066.t1","Porites_compressa_HIv1___TS.g19937.t1"
"ortho7522","Montipora_capitata_HIv3___RNAseq.g46438.t1","Pocillopora_acuta_HIv2___RNAseq.g5063.t1","Porites_compressa_HIv1___TS.g37195.t1a"
"ortho7523","Montipora_capitata_HIv3___RNAseq.g18489.t1","Pocillopora_acuta_HIv2___TS.g2284.t1","Porites_compressa_HIv1___RNAseq.g6750.t1"
"ortho7524","Montipora_capitata_HIv3___RNAseq.g34945.t1","Pocillopora_acuta_HIv2___RNAseq.g23698.t1","Porites_compressa_HIv1___RNAseq.g16557.t1"
"ortho7525","Montipora_capitata_HIv3___RNAseq.g15188.t1","Pocillopora_acuta_HIv2___RNAseq.g14117.t1","Porites_compressa_HIv1___RNAseq.g1768.t1"
"ortho7526","Montipora_capitata_HIv3___RNAseq.g35013.t1","Pocillopora_acuta_HIv2___RNAseq.g29151.t1","Porites_compressa_HIv1___RNAseq.g15525.t1"
"ortho7527","Montipora_capitata_HIv3___TS.g7152.t1","Pocillopora_acuta_HIv2___RNAseq.g17586.t1","Porites_compressa_HIv1___RNAseq.g8200.t1"
"ortho7528","Montipora_capitata_HIv3___RNAseq.g41956.t1","Pocillopora_acuta_HIv2___RNAseq.5125_t","Porites_compressa_HIv1___RNAseq.g11309.t1"
"ortho7529","Montipora_capitata_HIv3___RNAseq.21539_t","Pocillopora_acuta_HIv2___RNAseq.g9610.t1a","Porites_compressa_HIv1___RNAseq.g31581.t1"
"ortho7530","Montipora_capitata_HIv3___RNAseq.g33763.t1","Pocillopora_acuta_HIv2___TS.g20713.t1","Porites_compressa_HIv1___RNAseq.g32600.t1"
"ortho7531","Montipora_capitata_HIv3___TS.g41504.t1","Pocillopora_acuta_HIv2___RNAseq.g16274.t1","Porites_compressa_HIv1___RNAseq.g317.t1a"
"ortho7532","Montipora_capitata_HIv3___RNAseq.g48685.t1","Pocillopora_acuta_HIv2___RNAseq.g31383.t1","Porites_compressa_HIv1___RNAseq.g17839.t1"
"ortho7533","Montipora_capitata_HIv3___RNAseq.g8794.t1","Pocillopora_acuta_HIv2___RNAseq.g16168.t1","Porites_compressa_HIv1___RNAseq.g37013.t1"
"ortho7534","Montipora_capitata_HIv3___RNAseq.g17210.t1","Pocillopora_acuta_HIv2___RNAseq.g27290.t1","Porites_compressa_HIv1___RNAseq.g4667.t1"
"ortho7535","Montipora_capitata_HIv3___RNAseq.g35293.t1","Pocillopora_acuta_HIv2___RNAseq.g29147.t1","Porites_compressa_HIv1___RNAseq.g16858.t1"
"ortho7536","Montipora_capitata_HIv3___RNAseq.g35291.t1","Pocillopora_acuta_HIv2___RNAseq.g22964.t1","Porites_compressa_HIv1___RNAseq.g16871.t1"
"ortho7537","Montipora_capitata_HIv3___TS.g17699.t3","Pocillopora_acuta_HIv2___RNAseq.g19434.t1","Porites_compressa_HIv1___RNAseq.g17520.t2"
"ortho7538","Montipora_capitata_HIv3___RNAseq.g3456.t1","Pocillopora_acuta_HIv2___RNAseq.g13398.t1","Porites_compressa_HIv1___RNAseq.g28904.t1"
"ortho7539","Montipora_capitata_HIv3___RNAseq.g30145.t1","Pocillopora_acuta_HIv2___RNAseq.g30760.t1","Porites_compressa_HIv1___RNAseq.g510.t1"
"ortho7540","Montipora_capitata_HIv3___RNAseq.g41946.t1","Pocillopora_acuta_HIv2___RNAseq.g13261.t1","Porites_compressa_HIv1___RNAseq.g37131.t1"
"ortho7541","Montipora_capitata_HIv3___TS.g6574.t3","Pocillopora_acuta_HIv2___RNAseq.g23180.t2","Porites_compressa_HIv1___RNAseq.g12299.t1"
"ortho7542","Montipora_capitata_HIv3___RNAseq.g35226.t1","Pocillopora_acuta_HIv2___TS.g11291.t1","Porites_compressa_HIv1___RNAseq.g20066.t1"
"ortho7543","Montipora_capitata_HIv3___RNAseq.g26229.t1a","Pocillopora_acuta_HIv2___RNAseq.g29780.t1","Porites_compressa_HIv1___RNAseq.g16092.t1"
"ortho7544","Montipora_capitata_HIv3___RNAseq.g26229.t1c","Pocillopora_acuta_HIv2___RNAseq.g29779.t1","Porites_compressa_HIv1___RNAseq.g16093.t1"
"ortho7545","Montipora_capitata_HIv3___TS.g37258.t3","Pocillopora_acuta_HIv2___RNAseq.g21696.t1","Porites_compressa_HIv1___TS.g8571.t3"
"ortho7546","Montipora_capitata_HIv3___RNAseq.g11958.t1","Pocillopora_acuta_HIv2___RNAseq.26550_t","Porites_compressa_HIv1___RNAseq.g9921.t1"
"ortho7547","Montipora_capitata_HIv3___TS.g33794.t2b","Pocillopora_acuta_HIv2___RNAseq.g26608.t1","Porites_compressa_HIv1___RNAseq.g14767.t1"
"ortho7548","Montipora_capitata_HIv3___RNAseq.g19732.t1","Pocillopora_acuta_HIv2___TS.g11075.t2","Porites_compressa_HIv1___RNAseq.g5026.t1"
"ortho7549","Montipora_capitata_HIv3___TS.g34591.t3","Pocillopora_acuta_HIv2___RNAseq.g10680.t1a","Porites_compressa_HIv1___RNAseq.g4801.t1"
"ortho7550","Montipora_capitata_HIv3___RNAseq.g9442.t1","Pocillopora_acuta_HIv2___RNAseq.g17200.t1","Porites_compressa_HIv1___RNAseq.g10818.t1"
"ortho7551","Montipora_capitata_HIv3___RNAseq.g24638.t1","Pocillopora_acuta_HIv2___RNAseq.g3823.t1","Porites_compressa_HIv1___RNAseq.g15833.t1"
"ortho7552","Montipora_capitata_HIv3___RNAseq.g3404.t1","Pocillopora_acuta_HIv2___RNAseq.g13465.t1","Porites_compressa_HIv1___RNAseq.g28787.t1"
"ortho7553","Montipora_capitata_HIv3___TS.g40708.t2","Pocillopora_acuta_HIv2___RNAseq.g1279.t1","Porites_compressa_HIv1___RNAseq.24693_tb"
"ortho7554","Montipora_capitata_HIv3___RNAseq.g13595.t1","Pocillopora_acuta_HIv2___RNAseq.g13683.t1","Porites_compressa_HIv1___RNAseq.5561_t"
"ortho7555","Montipora_capitata_HIv3___RNAseq.g50004.t1","Pocillopora_acuta_HIv2___RNAseq.g25719.t1","Porites_compressa_HIv1___TS.g6506.t1"
"ortho7556","Montipora_capitata_HIv3___RNAseq.g22899.t1","Pocillopora_acuta_HIv2___RNAseq.g10357.t1","Porites_compressa_HIv1___RNAseq.g21036.t1"
"ortho7557","Montipora_capitata_HIv3___RNAseq.g49374.t1","Pocillopora_acuta_HIv2___RNAseq.g25869.t1","Porites_compressa_HIv1___RNAseq.g13599.t1"
"ortho7558","Montipora_capitata_HIv3___RNAseq.g18483.t1","Pocillopora_acuta_HIv2___RNAseq.g6738.t1","Porites_compressa_HIv1___RNAseq.g6831.t1"
"ortho7559","Montipora_capitata_HIv3___RNAseq.g31321.t1","Pocillopora_acuta_HIv2___TS.g5360.t3","Porites_compressa_HIv1___RNAseq.g27054.t1"
"ortho7560","Montipora_capitata_HIv3___RNAseq.g36991.t1","Pocillopora_acuta_HIv2___RNAseq.g22624.t1a","Porites_compressa_HIv1___RNAseq.23482_t"
"ortho7561","Montipora_capitata_HIv3___RNAseq.g20476.t1","Pocillopora_acuta_HIv2___RNAseq.g4083.t2c","Porites_compressa_HIv1___RNAseq.g5546.t1"
"ortho7562","Montipora_capitata_HIv3___RNAseq.g3406.t1","Pocillopora_acuta_HIv2___RNAseq.g13435.t1","Porites_compressa_HIv1___RNAseq.g28789.t1"
"ortho7563","Montipora_capitata_HIv3___RNAseq.g7430.t1","Pocillopora_acuta_HIv2___RNAseq.g14457.t1","Porites_compressa_HIv1___TS.g3933.t1"
"ortho7564","Montipora_capitata_HIv3___RNAseq.g49656.t1","Pocillopora_acuta_HIv2___RNAseq.g14125.t1","Porites_compressa_HIv1___RNAseq.g29503.t1"
"ortho7565","Montipora_capitata_HIv3___RNAseq.g6796.t1","Pocillopora_acuta_HIv2___RNAseq.g2170.t1","Porites_compressa_HIv1___RNAseq.g20271.t1"
"ortho7566","Montipora_capitata_HIv3___RNAseq.g47125.t1","Pocillopora_acuta_HIv2___RNAseq.g5252.t1","Porites_compressa_HIv1___RNAseq.g33478.t1"
"ortho7567","Montipora_capitata_HIv3___RNAseq.g29620.t1","Pocillopora_acuta_HIv2___RNAseq.g9382.t1","Porites_compressa_HIv1___TS.g10164.t1"
"ortho7568","Montipora_capitata_HIv3___RNAseq.g36985.t1","Pocillopora_acuta_HIv2___RNAseq.g22618.t1","Porites_compressa_HIv1___RNAseq.g8097.t1b"
"ortho7569","Montipora_capitata_HIv3___RNAseq.g24170.t1","Pocillopora_acuta_HIv2___RNAseq.g3633.t1","Porites_compressa_HIv1___RNAseq.g28016.t1"
"ortho7570","Montipora_capitata_HIv3___RNAseq.g50280.t1","Pocillopora_acuta_HIv2___RNAseq.g2942.t1","Porites_compressa_HIv1___RNAseq.g11704.t1"
"ortho7571","Montipora_capitata_HIv3___RNAseq.g13474.t1","Pocillopora_acuta_HIv2___RNAseq.g24152.t1","Porites_compressa_HIv1___RNAseq.g7467.t1"
"ortho7572","Montipora_capitata_HIv3___RNAseq.g49225.t1","Pocillopora_acuta_HIv2___TS.g25645.t2","Porites_compressa_HIv1___RNAseq.g13682.t1"
"ortho7573","Montipora_capitata_HIv3___RNAseq.g33156.t2","Pocillopora_acuta_HIv2___RNAseq.g30939.t2","Porites_compressa_HIv1___RNAseq.g40863.t1"
"ortho7574","Montipora_capitata_HIv3___RNAseq.g6652.t1","Pocillopora_acuta_HIv2___TS.g27158.t2","Porites_compressa_HIv1___RNAseq.g40991.t1"
"ortho7575","Montipora_capitata_HIv3___RNAseq.g47071.t1","Pocillopora_acuta_HIv2___RNAseq.g5236.t1","Porites_compressa_HIv1___RNAseq.g39438.t1"
"ortho7576","Montipora_capitata_HIv3___TS.g5074.t2","Pocillopora_acuta_HIv2___RNAseq.g22784.t1","Porites_compressa_HIv1___TS.g26618.t1"
"ortho7577","Montipora_capitata_HIv3___RNAseq.g12860.t1","Pocillopora_acuta_HIv2___TS.g21098.t1","Porites_compressa_HIv1___RNAseq.g23525.t1"
"ortho7578","Montipora_capitata_HIv3___RNAseq.g46298.t1","Pocillopora_acuta_HIv2___RNAseq.g7823.t1","Porites_compressa_HIv1___TS.g32926.t1"
"ortho7579","Montipora_capitata_HIv3___TS.g5185.t1","Pocillopora_acuta_HIv2___RNAseq.g23818.t1","Porites_compressa_HIv1___RNAseq.g24240.t1"
"ortho7580","Montipora_capitata_HIv3___RNAseq.g28588.t1","Pocillopora_acuta_HIv2___TS.g18974.t1b","Porites_compressa_HIv1___RNAseq.g22340.t1"
"ortho7581","Montipora_capitata_HIv3___RNAseq.g10718.t1","Pocillopora_acuta_HIv2___RNAseq.g18195.t1","Porites_compressa_HIv1___RNAseq.g10631.t1"
"ortho7582","Montipora_capitata_HIv3___RNAseq.g9015.t1","Pocillopora_acuta_HIv2___RNAseq.g15916.t1","Porites_compressa_HIv1___TS.g5197.t1a"
"ortho7583","Montipora_capitata_HIv3___RNAseq.g20670.t1","Pocillopora_acuta_HIv2___RNAseq.g11111.t1","Porites_compressa_HIv1___RNAseq.g14999.t1"
"ortho7584","Montipora_capitata_HIv3___RNAseq.g9839.t1","Pocillopora_acuta_HIv2___TS.g30412.t2","Porites_compressa_HIv1___RNAseq.g19002.t1"
"ortho7585","Montipora_capitata_HIv3___RNAseq.g22100.t1","Pocillopora_acuta_HIv2___RNAseq.g24117.t1","Porites_compressa_HIv1___RNAseq.g5639.t1"
"ortho7586","Montipora_capitata_HIv3___RNAseq.g9704.t1","Pocillopora_acuta_HIv2___RNAseq.g11918.t1","Porites_compressa_HIv1___RNAseq.g36324.t1"
"ortho7587","Montipora_capitata_HIv3___RNAseq.g2069.t1","Pocillopora_acuta_HIv2___RNAseq.g31077.t1","Porites_compressa_HIv1___RNAseq.g2507.t1"
"ortho7588","Montipora_capitata_HIv3___RNAseq.g9198.t1","Pocillopora_acuta_HIv2___RNAseq.g15819.t1","Porites_compressa_HIv1___RNAseq.g10694.t1"
