From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (GO)
XP_022805943.1	A0A2B4RH52	unreviewed	A0A2B4RH52_STYPI	Integrase catalytic domain-containing protein	AWC38_SpisGene19954	Stylophora pistillata (Smooth cauliflower coral)	1102		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]
XP_022809244.1	A0A2B4R6P9	unreviewed	A0A2B4R6P9_STYPI	Endonuclease/exonuclease/phosphatase domain-containing protein	AWC38_SpisGene22614	Stylophora pistillata (Smooth cauliflower coral)	582			GO:0003824	catalytic activity [GO:0003824]	catalytic activity [GO:0003824]
XP_031551632.1	A0A6P8HGB9	unreviewed	A0A6P8HGB9_ACTTE	S-phase kinase-associated protein 2-like	LOC116288907	Actinia tenebrosa (Australian red waratah sea anemone)	308			GO:0016301	kinase activity [GO:0016301]	kinase activity [GO:0016301]
XP_031572978.1	A0A6P8J4Q6	unreviewed	A0A6P8J4Q6_ACTTE	Uncharacterized protein LOC116306983	LOC116306983	Actinia tenebrosa (Australian red waratah sea anemone)	403			GO:0003677; GO:0008270	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]
XP_022808832.1	A0A2B4RAT9	unreviewed	A0A2B4RAT9_STYPI	Protein P	P AWC38_SpisGene22282	Stylophora pistillata (Smooth cauliflower coral)	291		DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]
XP_031560182.1	A0A6P8I5E3	unreviewed	A0A6P8I5E3_ACTTE	Uncharacterized protein LOC116296298	LOC116296298	Actinia tenebrosa (Australian red waratah sea anemone)	221					
XP_029212890.1	G8HTA2	unreviewed	G8HTA2_ACRMI	VWFA domain-containing protein		Acropora millepora (Staghorn coral) (Heteropora millepora)	449					
XP_022808627.1	A0A2B4SUX7	unreviewed	A0A2B4SUX7_STYPI	Ubiquitin-conjugating enzyme E2 28	UBC28 AWC38_SpisGene2160	Stylophora pistillata (Smooth cauliflower coral)	160					
XP_020916323.1	A0A913Y847	unreviewed	A0A913Y847_EXADI	Uncharacterized protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	272					
XP_031554426.1	A0A6P8HF90	unreviewed	A0A6P8HF90_ACTTE	Uncharacterized protein LOC116291397	LOC116291397	Actinia tenebrosa (Australian red waratah sea anemone)	1918		DNA integration [GO:0015074]	GO:0003676; GO:0008270; GO:0015074	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]
XP_020895956.1	A0A913WY73	unreviewed	A0A913WY73_EXADI	BEN domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	485			GO:0003677	DNA binding [GO:0003677]	DNA binding [GO:0003677]
XP_022781564.1	A0A2B4SP52	unreviewed	A0A2B4SP52_STYPI	Testis-specific chromodomain protein Y 2	CDY2A AWC38_SpisGene4045	Stylophora pistillata (Smooth cauliflower coral)	226	nucleus [GO:0005634]		GO:0005634		nucleus [GO:0005634]
XP_022810457.1	A0A2B4RE64	unreviewed	A0A2B4RE64_STYPI	Uncharacterized protein	AWC38_SpisGene20344	Stylophora pistillata (Smooth cauliflower coral)	683					
XP_022810457.1	A0A2B4SW31	unreviewed	A0A2B4SW31_STYPI	Uncharacterized protein	AWC38_SpisGene2435	Stylophora pistillata (Smooth cauliflower coral)	1413					
XP_031550451.1	A0A6P8H4V0	unreviewed	A0A6P8H4V0_ACTTE	Uncharacterized protein LOC116287882	LOC116287882	Actinia tenebrosa (Australian red waratah sea anemone)	1441		DNA integration [GO:0015074]	GO:0003676; GO:0008270; GO:0015074	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]
XP_022792045.1	A0A2B4T0W8	unreviewed	A0A2B4T0W8_STYPI	40S ribosomal protein S6	RPS6 AWC38_SpisGene183	Stylophora pistillata (Smooth cauliflower coral)	246	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
XP_022800606.1	A0A2B4RR79	unreviewed	A0A2B4RR79_STYPI	Ubiquitin-conjugating enzyme E2 G2	UBE2G2 AWC38_SpisGene16284	Stylophora pistillata (Smooth cauliflower coral)	166			GO:0005524; GO:0016740	ATP binding [GO:0005524]; transferase activity [GO:0016740]	ATP binding [GO:0005524]; transferase activity [GO:0016740]
XP_020900610.1	A0A913X9R5	unreviewed	A0A913X9R5_EXADI	Transposase		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	277			GO:0046872	metal ion binding [GO:0046872]	metal ion binding [GO:0046872]
XP_022806077.1	A0A2B4REY9	unreviewed	A0A2B4REY9_STYPI	Fibrinogen C-terminal domain-containing protein	AWC38_SpisGene20037	Stylophora pistillata (Smooth cauliflower coral)	862	collagen trimer [GO:0005581]; extracellular space [GO:0005615]		GO:0005201; GO:0005581; GO:0005615; GO:0070492	extracellular matrix structural constituent [GO:0005201]; oligosaccharide binding [GO:0070492]	collagen trimer [GO:0005581]; extracellular space [GO:0005615]; extracellular matrix structural constituent [GO:0005201]; oligosaccharide binding [GO:0070492]
XP_022806077.1	A0A2B4SND7	unreviewed	A0A2B4SND7_STYPI	RING-type domain-containing protein	AWC38_SpisGene5290	Stylophora pistillata (Smooth cauliflower coral)	318					
XP_022777575.1	A0A2B4SS56	unreviewed	A0A2B4SS56_STYPI	E3 ubiquitin-protein ligase TRIM71	Trim71 AWC38_SpisGene2419	Stylophora pistillata (Smooth cauliflower coral)	931		proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]	GO:0000209; GO:0043161; GO:0061630	ubiquitin protein ligase activity [GO:0061630]	ubiquitin protein ligase activity [GO:0061630]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]
XP_020912128.1	A0A913XZ73	unreviewed	A0A913XZ73_EXADI	Ubiquitin-like protease family profile domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	726					
XP_029208455.1	Q95WG0	unreviewed	Q95WG0_ACRMI	Nuclear receptor AmNR4 isoform B		Acropora millepora (Staghorn coral) (Heteropora millepora)	408	nucleus [GO:0005634]		GO:0003700; GO:0005634; GO:0008270; GO:0043565	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]	nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
XP_027051955.1	A0A3M6TD77	unreviewed	A0A3M6TD77_POCDA	Ig-like domain-containing protein	pdam_00017923	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	98					
XP_027037730.1	A0A3M6UBZ1	unreviewed	A0A3M6UBZ1_POCDA	Large ribosomal subunit protein eL22 (60S ribosomal protein L22)	pdam_00024707	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	124	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	cytoplasmic translation [GO:0002181]	GO:0002181; GO:0003723; GO:0003735; GO:0005840; GO:1990904	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]
XP_022783528.1	A0A2B4SMN2	unreviewed	A0A2B4SMN2_STYPI	GA-binding protein subunit beta-2	Gabpb2 AWC38_SpisGene5340	Stylophora pistillata (Smooth cauliflower coral)	884	nucleus [GO:0005634]	positive regulation of transcription by RNA polymerase II [GO:0045944]	GO:0000976; GO:0005634; GO:0045944	transcription cis-regulatory region binding [GO:0000976]	nucleus [GO:0005634]; transcription cis-regulatory region binding [GO:0000976]; positive regulation of transcription by RNA polymerase II [GO:0045944]
XP_031557655.1	A0A6P8HYA4	unreviewed	A0A6P8HYA4_ACTTE	Uncharacterized protein LOC116294241	LOC116294241	Actinia tenebrosa (Australian red waratah sea anemone)	419	extracellular matrix [GO:0031012]		GO:0003824; GO:0031012	catalytic activity [GO:0003824]	extracellular matrix [GO:0031012]; catalytic activity [GO:0003824]
XP_022786634.1	A0A2B4RQS2	unreviewed	A0A2B4RQS2_STYPI	UDP-N-acetylglucosamine transporter	SLC35A3 AWC38_SpisGene16935	Stylophora pistillata (Smooth cauliflower coral)	301	Golgi membrane [GO:0000139]		GO:0000139; GO:0015165	pyrimidine nucleotide-sugar transmembrane transporter activity [GO:0015165]	Golgi membrane [GO:0000139]; pyrimidine nucleotide-sugar transmembrane transporter activity [GO:0015165]
XP_022809131.1	A0A2B4R6Y5	unreviewed	A0A2B4R6Y5_STYPI	Granulin	AWC38_SpisGene22523	Stylophora pistillata (Smooth cauliflower coral)	513					
XP_031573888.1	A0A6P8J7X1	unreviewed	A0A6P8J7X1_ACTTE	Uncharacterized protein LOC116307727	LOC116307727	Actinia tenebrosa (Australian red waratah sea anemone)	504	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]
XP_020908792.1	A0A913XQV6	unreviewed	A0A913XQV6_EXADI	SWIM-type domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	728		DNA repair [GO:0006281]	GO:0006281; GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]; DNA repair [GO:0006281]
XP_022795875.1	A0A2B4S1A7	unreviewed	A0A2B4S1A7_STYPI	Large ribosomal subunit protein eL31 (60S ribosomal protein L31)	rpl31 AWC38_SpisGene13201	Stylophora pistillata (Smooth cauliflower coral)	123	cytosolic large ribosomal subunit [GO:0022625]	cytoplasmic translation [GO:0002181]	GO:0002181; GO:0003735; GO:0022625	structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]
XP_022782530.1	A0A2B4SPT7	unreviewed	A0A2B4SPT7_STYPI	Uncharacterized protein	AWC38_SpisGene4698	Stylophora pistillata (Smooth cauliflower coral)	644					
XP_022808821.1	A0A2B4RAU9	unreviewed	A0A2B4RAU9_STYPI	Putative RNA-directed DNA polymerase from transposon BS	RTase AWC38_SpisGene22269	Stylophora pistillata (Smooth cauliflower coral)	1231			GO:0003964; GO:0046983	protein dimerization activity [GO:0046983]; RNA-directed DNA polymerase activity [GO:0003964]	protein dimerization activity [GO:0046983]; RNA-directed DNA polymerase activity [GO:0003964]
XP_027048148.1	A0A3M6TMG2	unreviewed	A0A3M6TMG2_POCDA	DDE Tnp4 domain-containing protein	pdam_00025389	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	375			GO:0046872	metal ion binding [GO:0046872]	metal ion binding [GO:0046872]
XP_022790216.1	A0A2B4S9V5	unreviewed	A0A2B4S9V5_STYPI	C2H2-type domain-containing protein	AWC38_SpisGene9458	Stylophora pistillata (Smooth cauliflower coral)	1590			GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]
XP_028516601.1	A0A913YQ47	unreviewed	A0A913YQ47_EXADI	Integrase catalytic domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	313		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]
XP_022806312.1	A0A2B4RH12	unreviewed	A0A2B4RH12_STYPI	SWIM-type domain-containing protein	AWC38_SpisGene20224	Stylophora pistillata (Smooth cauliflower coral)	1477		DNA repair [GO:0006281]	GO:0006281; GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]; DNA repair [GO:0006281]
XP_027039212.1	A0A3M6U858	unreviewed	A0A3M6U858_POCDA	SCP domain-containing protein	pdam_00009153	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	385	extracellular region [GO:0005576]		GO:0005576		extracellular region [GO:0005576]
XP_027046993.1	A0A3M6TQF2	unreviewed	A0A3M6TQF2_POCDA	rRNA-processing protein FYV7	pdam_00010847	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	189					
XP_027044017.1	A0A3M6TWZ9	unreviewed	A0A3M6TWZ9_POCDA	Transient receptor potential cation channel subfamily A member 1	pdam_00011017	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	348					
XP_020898821.1	A0A913X4G8	unreviewed	A0A913X4G8_EXADI	Endonuclease/exonuclease/phosphatase domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	624			GO:0003824	catalytic activity [GO:0003824]	catalytic activity [GO:0003824]
XP_031559337.1	A0A6P8I361	unreviewed	A0A6P8I361_ACTTE	Uncharacterized protein LOC116295605	LOC116295605	Actinia tenebrosa (Australian red waratah sea anemone)	228	nucleus [GO:0005634]		GO:0005634		nucleus [GO:0005634]
XP_027042234.1	A0A3M6V2P6	unreviewed	A0A3M6V2P6_POCDA	EF-hand domain-containing protein	pdam_00004493	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	177	myosin II complex [GO:0016460]		GO:0005509; GO:0016460	calcium ion binding [GO:0005509]	myosin II complex [GO:0016460]; calcium ion binding [GO:0005509]
XP_027052825.1	A0A3M6TBH5	unreviewed	A0A3M6TBH5_POCDA	Uncharacterized protein	pdam_00025665	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	190					
XP_022810636.1	A0A2B4R777	unreviewed	A0A2B4R777_STYPI	DUF1758 domain-containing protein	AWC38_SpisGene23966	Stylophora pistillata (Smooth cauliflower coral)	323					
XP_022788717.1	A0A2B4SBP3	unreviewed	A0A2B4SBP3_STYPI	Solute carrier family 23 member 2	slc23a2 AWC38_SpisGene8557	Stylophora pistillata (Smooth cauliflower coral)	592	membrane [GO:0016020]		GO:0016020; GO:0022857	transmembrane transporter activity [GO:0022857]	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
XP_020911979.1	A0A913Y034	unreviewed	A0A913Y034_EXADI	Uncharacterized protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	276					
XP_031557772.1	A0A6P8HYS8	unreviewed	A0A6P8HYS8_ACTTE	Uncharacterized protein LOC116294326	LOC116294326	Actinia tenebrosa (Australian red waratah sea anemone)	443					
XP_027060649.1	A0A3M6V3N7	unreviewed	A0A3M6V3N7_POCDA	Major facilitator superfamily (MFS) profile domain-containing protein	pdam_00017778	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	520	plasma membrane [GO:0005886]	carbohydrate transport [GO:0008643]	GO:0005886; GO:0008643; GO:0015293	symporter activity [GO:0015293]	plasma membrane [GO:0005886]; symporter activity [GO:0015293]; carbohydrate transport [GO:0008643]
XP_022785009.1	A0A2B4SGN4	unreviewed	A0A2B4SGN4_STYPI	Uncharacterized protein	AWC38_SpisGene6236	Stylophora pistillata (Smooth cauliflower coral)	370					
XP_028517658.1	A0A913YRI0	unreviewed	A0A913YRI0_EXADI	YqaJ viral recombinase domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	307		DNA repair [GO:0006281]	GO:0006281		DNA repair [GO:0006281]
XP_020909079.1	A0A913XRG8	unreviewed	A0A913XRG8_EXADI	DNA 3'-5' helicase (EC 5.6.2.4) (DNA 3'-5' helicase BLM)		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	596	chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleus [GO:0005634]	double-strand break repair via homologous recombination [GO:0000724]	GO:0000724; GO:0003676; GO:0005524; GO:0005634; GO:0005694; GO:0005737; GO:0009378; GO:0016853; GO:0043138	3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; four-way junction helicase activity [GO:0009378]; isomerase activity [GO:0016853]; nucleic acid binding [GO:0003676]	chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; four-way junction helicase activity [GO:0009378]; isomerase activity [GO:0016853]; nucleic acid binding [GO:0003676]; double-strand break repair via homologous recombination [GO:0000724]
XP_022786083.1	A0A2B4SYW4	unreviewed	A0A2B4SYW4_STYPI	histone acetyltransferase (EC 2.3.1.48)	CREBBP AWC38_SpisGene764	Stylophora pistillata (Smooth cauliflower coral)	2223	cytoplasm [GO:0005737]; histone acetyltransferase complex [GO:0000123]; nuclear lumen [GO:0031981]; transcription regulator complex [GO:0005667]	positive regulation of transcription by RNA polymerase II [GO:0045944]	GO:0000123; GO:0003713; GO:0005667; GO:0005737; GO:0008270; GO:0031490; GO:0031981; GO:0032931; GO:0036408; GO:0043992; GO:0043993; GO:0043994; GO:0043995; GO:0043996; GO:0043997; GO:0043999; GO:0044012; GO:0044014; GO:0044015; GO:0044016; GO:0044017; GO:0044018; GO:0045944; GO:0046972; GO:0140297; GO:0140908	chromatin DNA binding [GO:0031490]; DNA-binding transcription factor binding [GO:0140297]; histone H2AK5 acetyltransferase activity [GO:0043999]; histone H2AK9 acetyltransferase activity [GO:0044012]; histone H2BK12 acetyltransferase activity [GO:0044015]; histone H2BK5 acetyltransferase activity [GO:0044014]; histone H3K122 acetyltransferase activity [GO:0140908]; histone H3K14 acetyltransferase activity [GO:0036408]; histone H3K18 acetyltransferase activity [GO:0043993]; histone H3K23 acetyltransferase activity [GO:0043994]; histone H3K27 acetyltransferase activity [GO:0044017]; histone H3K36 acetyltransferase activity [GO:0044018]; histone H3K4 acetyltransferase activity [GO:0044016]; histone H3K56 acetyltransferase activity [GO:0032931]; histone H3K9 acetyltransferase activity [GO:0043992]; histone H4K12 acetyltransferase activity [GO:0043997]; histone H4K16 acetyltransferase activity [GO:0046972]; histone H4K5 acetyltransferase activity [GO:0043995]; histone H4K8 acetyltransferase activity [GO:0043996]; transcription coactivator activity [GO:0003713]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; histone acetyltransferase complex [GO:0000123]; nuclear lumen [GO:0031981]; transcription regulator complex [GO:0005667]; chromatin DNA binding [GO:0031490]; DNA-binding transcription factor binding [GO:0140297]; histone H2AK5 acetyltransferase activity [GO:0043999]; histone H2AK9 acetyltransferase activity [GO:0044012]; histone H2BK12 acetyltransferase activity [GO:0044015]; histone H2BK5 acetyltransferase activity [GO:0044014]; histone H3K122 acetyltransferase activity [GO:0140908]; histone H3K14 acetyltransferase activity [GO:0036408]; histone H3K18 acetyltransferase activity [GO:0043993]; histone H3K23 acetyltransferase activity [GO:0043994]; histone H3K27 acetyltransferase activity [GO:0044017]; histone H3K36 acetyltransferase activity [GO:0044018]; histone H3K4 acetyltransferase activity [GO:0044016]; histone H3K56 acetyltransferase activity [GO:0032931]; histone H3K9 acetyltransferase activity [GO:0043992]; histone H4K12 acetyltransferase activity [GO:0043997]; histone H4K16 acetyltransferase activity [GO:0046972]; histone H4K5 acetyltransferase activity [GO:0043995]; histone H4K8 acetyltransferase activity [GO:0043996]; transcription coactivator activity [GO:0003713]; zinc ion binding [GO:0008270]; positive regulation of transcription by RNA polymerase II [GO:0045944]
XP_020893752.1	A0A913WT67	unreviewed	A0A913WT67_EXADI	CCHC-type domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	209			GO:0003676; GO:0008270	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]
XP_031549972.1	A0A6P8HBB5	unreviewed	A0A6P8HBB5_ACTTE	Uncharacterized protein LOC116287431	LOC116287431	Actinia tenebrosa (Australian red waratah sea anemone)	888					
XP_038055793.1	A0A913ZVV2	unreviewed	A0A913ZVV2_PATMI	Uncharacterized protein		Patiria miniata (Bat star) (Asterina miniata)	498					
XP_020911108.1	A0A913XWX7	unreviewed	A0A913XWX7_EXADI	Integrase catalytic domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	323		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]
XP_038072782.1	A0A914BBH3	unreviewed	A0A914BBH3_PATMI	Endonuclease/exonuclease/phosphatase domain-containing protein		Patiria miniata (Bat star) (Asterina miniata)	392			GO:0003824	catalytic activity [GO:0003824]	catalytic activity [GO:0003824]
XP_027039052.1	A0A3M6U8F7	unreviewed	A0A3M6U8F7_POCDA	Uncharacterized protein	pdam_00024628	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	483	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]
XP_022796428.1	A0A2B4S026	unreviewed	A0A2B4S026_STYPI	RNA-directed DNA polymerase from mobile element jockey	AWC38_SpisGene13569	Stylophora pistillata (Smooth cauliflower coral)	496					
XP_027044884.1	A0A3M6TVF2	unreviewed	A0A3M6TVF2_POCDA	Large ribosomal subunit protein uL22 (60S ribosomal protein L17)	pdam_00000771	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	185	cytosolic large ribosomal subunit [GO:0022625]	cytoplasmic translation [GO:0002181]	GO:0002181; GO:0003735; GO:0022625	structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]
XP_022809181.1	A0A2B4RAW9	unreviewed	A0A2B4RAW9_STYPI	THAP-type domain-containing protein	AWC38_SpisGene22559	Stylophora pistillata (Smooth cauliflower coral)	385			GO:0003677; GO:0008270	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]
XP_031563947.1	A0A6P8ID55	unreviewed	A0A6P8ID55_ACTTE	Uncharacterized protein LOC116299428	LOC116299428	Actinia tenebrosa (Australian red waratah sea anemone)	184					
XP_022789302.1	A0A2B4SBL6	unreviewed	A0A2B4SBL6_STYPI	Uncharacterized protein	AWC38_SpisGene8895	Stylophora pistillata (Smooth cauliflower coral)	691					
XP_031574425.1	A0A6P8JD09	unreviewed	A0A6P8JD09_ACTTE	Uncharacterized protein LOC116308181	LOC116308181	Actinia tenebrosa (Australian red waratah sea anemone)	718					
XP_020906728.1	A0A913XML0	unreviewed	A0A913XML0_EXADI	Reverse transcriptase domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	409			GO:0008168; GO:0016706	2-oxoglutarate-dependent dioxygenase activity [GO:0016706]; methyltransferase activity [GO:0008168]	2-oxoglutarate-dependent dioxygenase activity [GO:0016706]; methyltransferase activity [GO:0008168]
XP_027050692.1	A0A3M6V0J6	unreviewed	A0A3M6V0J6_POCDA	Reverse transcriptase domain-containing protein	pdam_00025393	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	543					
XP_020913988.2	A0A913Y316	unreviewed	A0A913Y316_EXADI	Reverse transcriptase domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	1947	centriolar satellite [GO:0034451]; ciliary basal body [GO:0036064]	microtubule anchoring at centrosome [GO:0034454]; non-motile cilium assembly [GO:1905515]; protein localization to centrosome [GO:0071539]	GO:0034451; GO:0034454; GO:0036064; GO:0071539; GO:1905515		centriolar satellite [GO:0034451]; ciliary basal body [GO:0036064]; microtubule anchoring at centrosome [GO:0034454]; non-motile cilium assembly [GO:1905515]; protein localization to centrosome [GO:0071539]
XP_022807468.1	A0A2B4R8I6	unreviewed	A0A2B4R8I6_STYPI	E3 ubiquitin-protein ligase (EC 2.3.2.27)	Dtx3l AWC38_SpisGene21169	Stylophora pistillata (Smooth cauliflower coral)	904	cytoplasm [GO:0005737]	Notch signaling pathway [GO:0007219]; protein ubiquitination [GO:0016567]	GO:0005737; GO:0007219; GO:0008270; GO:0016567; GO:0061630	ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]; Notch signaling pathway [GO:0007219]; protein ubiquitination [GO:0016567]
XP_031573157.1	A0A6P8J0W9	unreviewed	A0A6P8J0W9_ACTTE	Uncharacterized protein LOC116307143	LOC116307143	Actinia tenebrosa (Australian red waratah sea anemone)	543					
XP_022793323.1	A0A2B4S615	unreviewed	A0A2B4S615_STYPI	Tyrosine-protein phosphatase Lar	Lar AWC38_SpisGene11446	Stylophora pistillata (Smooth cauliflower coral)	2274	cytoplasm [GO:0005737]; membrane [GO:0016020]	DNA integration [GO:0015074]; DNA repair [GO:0006281]	GO:0003676; GO:0005737; GO:0006281; GO:0015074; GO:0016020	nucleic acid binding [GO:0003676]	cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]; DNA repair [GO:0006281]
XP_020915314.1	A0A913Y629	unreviewed	A0A913Y629_EXADI	Uncharacterized protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	257					
XP_022804858.1	A0A2B4RI91	unreviewed	A0A2B4RI91_STYPI	Cubilin	Cubn AWC38_SpisGene19197	Stylophora pistillata (Smooth cauliflower coral)	356			GO:0046872	metal ion binding [GO:0046872]	metal ion binding [GO:0046872]
XP_031550494.1	A0A6P8H279	unreviewed	A0A6P8H279_ACTTE	Uncharacterized protein LOC116287928	LOC116287928	Actinia tenebrosa (Australian red waratah sea anemone)	456			GO:0003677; GO:0008270	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]
XP_031575243.1	A0A6P8JCB4	unreviewed	A0A6P8JCB4_ACTTE	Uncharacterized protein LOC116308874	LOC116308874	Actinia tenebrosa (Australian red waratah sea anemone)	404			GO:0046872	metal ion binding [GO:0046872]	metal ion binding [GO:0046872]
XP_027057242.1	A0A3M6UJI5	unreviewed	A0A3M6UJI5_POCDA	Glycine N-methyltransferase (EC 2.1.1.20)	pdam_00022364	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	317	cytosol [GO:0005829]	methylation [GO:0032259]; one-carbon metabolic process [GO:0006730]; protein homotetramerization [GO:0051289]; regulation of gluconeogenesis [GO:0006111]; S-adenosylhomocysteine metabolic process [GO:0046498]; S-adenosylmethionine metabolic process [GO:0046500]; sarcosine metabolic process [GO:1901052]	GO:0005542; GO:0005829; GO:0006111; GO:0006730; GO:0016594; GO:0017174; GO:0032259; GO:0042802; GO:0046498; GO:0046500; GO:0051289; GO:1901052; GO:1904047	folic acid binding [GO:0005542]; glycine binding [GO:0016594]; glycine N-methyltransferase activity [GO:0017174]; identical protein binding [GO:0042802]; S-adenosyl-L-methionine binding [GO:1904047]	cytosol [GO:0005829]; folic acid binding [GO:0005542]; glycine binding [GO:0016594]; glycine N-methyltransferase activity [GO:0017174]; identical protein binding [GO:0042802]; S-adenosyl-L-methionine binding [GO:1904047]; methylation [GO:0032259]; one-carbon metabolic process [GO:0006730]; protein homotetramerization [GO:0051289]; regulation of gluconeogenesis [GO:0006111]; S-adenosylhomocysteine metabolic process [GO:0046498]; S-adenosylmethionine metabolic process [GO:0046500]; sarcosine metabolic process [GO:1901052]
