From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (GO)
KAK2550876.1	A0AAD9UUW9	unreviewed	A0AAD9UUW9_ACRCE	PC3-like endoprotease variant B	P5673_028395	Acropora cervicornis (Staghorn coral)	737	Golgi membrane [GO:0000139]; trans-Golgi network [GO:0005802]	protein processing [GO:0016485]	GO:0000139; GO:0004252; GO:0005802; GO:0016485	serine-type endopeptidase activity [GO:0004252]	Golgi membrane [GO:0000139]; trans-Golgi network [GO:0005802]; serine-type endopeptidase activity [GO:0004252]; protein processing [GO:0016485]
KAK2550837.1	A0AAD9PX78	unreviewed	A0AAD9PX78_ACRCE	Ubiquitin carboxyl-terminal hydrolase 38	P5673_028351	Acropora cervicornis (Staghorn coral)	1072	cytosol [GO:0005829]; nucleus [GO:0005634]	protein deubiquitination [GO:0016579]	GO:0004843; GO:0005634; GO:0005829; GO:0016579	cysteine-type deubiquitinase activity [GO:0004843]	cytosol [GO:0005829]; nucleus [GO:0005634]; cysteine-type deubiquitinase activity [GO:0004843]; protein deubiquitination [GO:0016579]
KAK2568775.1	A0AAD9VCD5	unreviewed	A0AAD9VCD5_ACRCE	Probable RNA-binding protein EIF1AD (Eukaryotic translation initiation factor 1A domain-containing protein)	P5673_006791	Acropora cervicornis (Staghorn coral)	177	nucleus [GO:0005634]		GO:0003723; GO:0003743; GO:0005634	RNA binding [GO:0003723]; translation initiation factor activity [GO:0003743]	nucleus [GO:0005634]; RNA binding [GO:0003723]; translation initiation factor activity [GO:0003743]
KAK2565050.1	A0AAD9QPQ4	unreviewed	A0AAD9QPQ4_ACRCE	Uncharacterized protein	P5673_011770	Acropora cervicornis (Staghorn coral)	104					
KAK2556728.1	A0AAD9V0J7	unreviewed	A0AAD9V0J7_ACRCE	Transcription factor Jun	P5673_021284	Acropora cervicornis (Staghorn coral)	319	transcription regulator complex [GO:0005667]	regulation of cell cycle [GO:0051726]; regulation of cell population proliferation [GO:0042127]	GO:0000978; GO:0000981; GO:0005667; GO:0042127; GO:0051726	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]	transcription regulator complex [GO:0005667]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; regulation of cell cycle [GO:0051726]; regulation of cell population proliferation [GO:0042127]
CAB4013268.1	A0A7D9IQF4	unreviewed	A0A7D9IQF4_PARCT	Transposon Ty3-G Gag-Pol poly	PACLA_8A066507	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	355		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]
KAK2570075.1	A0AAD9QZ54	unreviewed	A0AAD9QZ54_ACRCE	Sclerostin domain-containing protein 1	P5673_004820	Acropora cervicornis (Staghorn coral)	195	extracellular space [GO:0005615]	negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of Wnt signaling pathway [GO:0030178]; Wnt signaling pathway [GO:0016055]	GO:0005615; GO:0016055; GO:0030178; GO:0030514; GO:0036122	BMP binding [GO:0036122]	extracellular space [GO:0005615]; BMP binding [GO:0036122]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of Wnt signaling pathway [GO:0030178]; Wnt signaling pathway [GO:0016055]
KAK2559046.1	A0AAD9QCZ3	unreviewed	A0AAD9QCZ3_ACRCE	C2H2-type domain-containing protein	P5673_018684	Acropora cervicornis (Staghorn coral)	956					
CAH3132218.1	A0AAU9X041	unreviewed	A0AAU9X041_9CNID	MULE transposase domain-containing protein	PMEA_00014568	Pocillopora meandrina	283					
CAH3032050.1	A0AAU9VPK4	unreviewed	A0AAU9VPK4_9CNID	Uncharacterized protein	PMEA_00000902	Pocillopora meandrina	120					
KAK2555497.1	A0AAD9UZH5	unreviewed	A0AAD9UZH5_ACRCE	E3 ubiquitin-protein ligase rnf213-alpha	P5673_022836	Acropora cervicornis (Staghorn coral)	5506	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]	immune system process [GO:0002376]	GO:0002376; GO:0004842; GO:0005524; GO:0005737; GO:0008270; GO:0016887; GO:1990904	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; immune system process [GO:0002376]
KAK2558787.1	A0AAD9QCI8	unreviewed	A0AAD9QCI8_ACRCE	RNA-directed DNA polymerase from mobile element jockey	P5673_019002	Acropora cervicornis (Staghorn coral)	184					
KAK2551195.1	A0AAD9UVJ6	unreviewed	A0AAD9UVJ6_ACRCE	Uncharacterized protein	P5673_027957	Acropora cervicornis (Staghorn coral)	352					
KAK2567921.1	A0AAD9QVN5	unreviewed	A0AAD9QVN5_ACRCE	Uncharacterized protein	P5673_007813	Acropora cervicornis (Staghorn coral)	633					
RMX51061.1	A0A3M6UBP9	unreviewed	A0A3M6UBP9_POCDA	C2H2-type domain-containing protein	pdam_00018892	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	298					
KAK2559974.1	A0AAD9QF11	unreviewed	A0AAD9QF11_ACRCE	Kinesin-like protein KIF13A	P5673_017556	Acropora cervicornis (Staghorn coral)	1764	cytoplasm [GO:0005737]; microtubule [GO:0005874]	microtubule-based movement [GO:0007018]	GO:0003777; GO:0005524; GO:0005737; GO:0005874; GO:0007018; GO:0008017	ATP binding [GO:0005524]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]	cytoplasm [GO:0005737]; microtubule [GO:0005874]; ATP binding [GO:0005524]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; microtubule-based movement [GO:0007018]
PFX13689.1	A0A2B4RA53	unreviewed	A0A2B4RA53_STYPI	Uncharacterized protein	AWC38_SpisGene22204	Stylophora pistillata (Smooth cauliflower coral)	236					
PFX11272.1	A0A2B4R4W5	unreviewed	A0A2B4R4W5_STYPI	G2/M phase-specific E3 ubiquitin-protein ligase	AWC38_SpisGene25106	Stylophora pistillata (Smooth cauliflower coral)	239			GO:0004842	ubiquitin-protein transferase activity [GO:0004842]	ubiquitin-protein transferase activity [GO:0004842]
CAB4040186.1	A0A6S7K430	unreviewed	A0A6S7K430_PARCT	DUF4371 domain-containing protein	PACLA_8A085447	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	336					
KAK2559611.1	A0AAD9QES1	unreviewed	A0AAD9QES1_ACRCE	Uncharacterized protein	P5673_017691	Acropora cervicornis (Staghorn coral)	177	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]
KAK2560448.1	A0AAD9V414	unreviewed	A0AAD9V414_ACRCE	Homeobox protein SIX3	P5673_016799	Acropora cervicornis (Staghorn coral)	274	nucleus [GO:0005634]; transcription regulator complex [GO:0005667]		GO:0000978; GO:0000981; GO:0005634; GO:0005667	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]	nucleus [GO:0005634]; transcription regulator complex [GO:0005667]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
KAK2569698.1	A0AAD9QY83	unreviewed	A0AAD9QY83_ACRCE	Uncharacterized protein	P5673_005533	Acropora cervicornis (Staghorn coral)	419					
KAK2563882.1	A0AAD9V7H6	unreviewed	A0AAD9V7H6_ACRCE	Uncharacterized protein	P5673_012890	Acropora cervicornis (Staghorn coral)	626	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]
KAK2571776.1	A0AAD9R2Y2	unreviewed	A0AAD9R2Y2_ACRCE	Protein N-terminal asparagine amidohydrolase	P5673_003175	Acropora cervicornis (Staghorn coral)	309	nucleus [GO:0005634]	ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0005634; GO:0006511; GO:0008418	protein-N-terminal asparagine amidohydrolase activity [GO:0008418]	nucleus [GO:0005634]; protein-N-terminal asparagine amidohydrolase activity [GO:0008418]; ubiquitin-dependent protein catabolic process [GO:0006511]
PFX17665.1	A0A2B4RN22	unreviewed	A0A2B4RN22_STYPI	Uncharacterized protein	AWC38_SpisGene17993	Stylophora pistillata (Smooth cauliflower coral)	500	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]
CAB4012450.1	A0A6S7I902	unreviewed	A0A6S7I902_PARCT	Uncharacterized protein	PACLA_8A086338	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	726					
KAK2572484.1	A0AAD9R3K6	unreviewed	A0AAD9R3K6_ACRCE	Fibroblast growth factor receptor 4	P5673_002735	Acropora cervicornis (Staghorn coral)	427	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]
RMX43187.1	A0A3M6TP53	unreviewed	A0A3M6TP53_POCDA	protein phosphatase methylesterase-1 (EC 3.1.1.89)	pdam_00009727	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	341			GO:0051722	protein C-terminal methylesterase activity [GO:0051722]	protein C-terminal methylesterase activity [GO:0051722]
KAK2564500.1	A0AAD9V8B5	unreviewed	A0AAD9V8B5_ACRCE	Uncharacterized protein	P5673_011943	Acropora cervicornis (Staghorn coral)	904					
KAJ7386622.1	A0A9X0D449	unreviewed	A0A9X0D449_9CNID	Putative hydroxypyruvate isomerase (EC 5.3.1.22)	OS493_008773	Desmophyllum pertusum	263		glyoxylate metabolic process [GO:0046487]	GO:0008903; GO:0046487	hydroxypyruvate isomerase activity [GO:0008903]	hydroxypyruvate isomerase activity [GO:0008903]; glyoxylate metabolic process [GO:0046487]
KAK2563406.1	A0AAD9QM02	unreviewed	A0AAD9QM02_ACRCE	Uncharacterized protein	P5673_013104	Acropora cervicornis (Staghorn coral)	198	nucleus [GO:0005634]		GO:0000978; GO:0001228; GO:0005634	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]	nucleus [GO:0005634]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
RMX59143.1	A0A3M6UZP0	unreviewed	A0A3M6UZP0_POCDA	Uncharacterized protein	pdam_00009756	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	173					
KAK2551441.1	A0AAD9PYL9	unreviewed	A0AAD9PYL9_ACRCE	Mitochondrial import inner membrane translocase subunit Tim29	P5673_027626	Acropora cervicornis (Staghorn coral)	200	TIM22 mitochondrial import inner membrane insertion complex [GO:0042721]	protein insertion into mitochondrial inner membrane [GO:0045039]	GO:0042721; GO:0045039		TIM22 mitochondrial import inner membrane insertion complex [GO:0042721]; protein insertion into mitochondrial inner membrane [GO:0045039]
KAK2573290.1	A0AAD9VGQ6	unreviewed	A0AAD9VGQ6_ACRCE	Uncharacterized protein	P5673_000930	Acropora cervicornis (Staghorn coral)	168					
KAK2565055.1	A0AAD9V8V9	unreviewed	A0AAD9V8V9_ACRCE	Uncharacterized protein	P5673_010960	Acropora cervicornis (Staghorn coral)	291					
KAK2549971.1	A0AAD9PVT1	unreviewed	A0AAD9PVT1_ACRCE	Tumor protein p53-inducible nuclear protein 1	P5673_029422	Acropora cervicornis (Staghorn coral)	204	autophagosome [GO:0005776]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; nuclear body [GO:0016604]	autophagosome assembly [GO:0000045]; positive regulation of DNA-templated transcription [GO:0045893]	GO:0000045; GO:0005776; GO:0005829; GO:0016604; GO:0031410; GO:0045893		autophagosome [GO:0005776]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; nuclear body [GO:0016604]; autophagosome assembly [GO:0000045]; positive regulation of DNA-templated transcription [GO:0045893]
KAK2567342.1	A0AAD9QU05	unreviewed	A0AAD9QU05_ACRCE	Chromobox protein-like protein 8	P5673_008138	Acropora cervicornis (Staghorn coral)	331	chromatin [GO:0000785]; PRC1 complex [GO:0035102]	negative regulation of transcription by RNA polymerase II [GO:0000122]	GO:0000122; GO:0000785; GO:0003682; GO:0035064; GO:0035102	chromatin binding [GO:0003682]; methylated histone binding [GO:0035064]	chromatin [GO:0000785]; PRC1 complex [GO:0035102]; chromatin binding [GO:0003682]; methylated histone binding [GO:0035064]; negative regulation of transcription by RNA polymerase II [GO:0000122]
KAJ7386759.1	A0A9X0D6K2	unreviewed	A0A9X0D6K2_9CNID	Uncharacterized protein	OS493_006784	Desmophyllum pertusum	1138					
KAK2569942.1	A0AAD9VDG7	unreviewed	A0AAD9VDG7_ACRCE	Alpha-ketoglutarate-dependent dioxygenase alkB-like protein 7	P5673_005803	Acropora cervicornis (Staghorn coral)	247	mitochondrial matrix [GO:0005759]	DNA damage response [GO:0006974]; fatty acid metabolic process [GO:0006631]	GO:0005759; GO:0006631; GO:0006974; GO:0051213	dioxygenase activity [GO:0051213]	mitochondrial matrix [GO:0005759]; dioxygenase activity [GO:0051213]; DNA damage response [GO:0006974]; fatty acid metabolic process [GO:0006631]
PFX15810.1	A0A2B4RH52	unreviewed	A0A2B4RH52_STYPI	Integrase catalytic domain-containing protein	AWC38_SpisGene19954	Stylophora pistillata (Smooth cauliflower coral)	1102		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]
KAJ7388307.1	A0A9W9ZV55	unreviewed	A0A9W9ZV55_9CNID	BEN domain-containing protein	OS493_038618	Desmophyllum pertusum	776			GO:0003677	DNA binding [GO:0003677]	DNA binding [GO:0003677]
KAK2566694.1	A0AAD9QSS5	unreviewed	A0AAD9QSS5_ACRCE	Splicing regulator RBM11	P5673_009365	Acropora cervicornis (Staghorn coral)	199	nucleoplasm [GO:0005654]	regulation of alternative mRNA splicing, via spliceosome [GO:0000381]	GO:0000381; GO:0003727; GO:0005654	single-stranded RNA binding [GO:0003727]	nucleoplasm [GO:0005654]; single-stranded RNA binding [GO:0003727]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]
KAK2563730.1	A0AAD9QLY6	unreviewed	A0AAD9QLY6_ACRCE	C2H2-type domain-containing protein	P5673_012716	Acropora cervicornis (Staghorn coral)	294					
KAK2556846.1	A0AAD9V0M4	unreviewed	A0AAD9V0M4_ACRCE	MTOR-associated protein MEAK7 (TBC/LysM-associated domain-containing protein 1) (TLD domain-containing protein 1)	P5673_021056	Acropora cervicornis (Staghorn coral)	465	lysosome [GO:0005764]; membrane [GO:0016020]; nucleus [GO:0005634]	response to oxidative stress [GO:0006979]; TOR signaling [GO:0031929]	GO:0005634; GO:0005764; GO:0006979; GO:0016020; GO:0031929		lysosome [GO:0005764]; membrane [GO:0016020]; nucleus [GO:0005634]; response to oxidative stress [GO:0006979]; TOR signaling [GO:0031929]
KAK2546862.1	A0AAD9PPY2	unreviewed	A0AAD9PPY2_ACRCE	Polycystin-1	P5673_033409	Acropora cervicornis (Staghorn coral)	1201	plasma membrane [GO:0005886]	calcium ion transport [GO:0006816]	GO:0005261; GO:0005886; GO:0006816	monoatomic cation channel activity [GO:0005261]	plasma membrane [GO:0005886]; monoatomic cation channel activity [GO:0005261]; calcium ion transport [GO:0006816]
KAK2554346.1	A0AAD9Q4S5	unreviewed	A0AAD9Q4S5_ACRCE	Uncharacterized protein	P5673_024042	Acropora cervicornis (Staghorn coral)	172					
KAK2568951.1	A0AAD9VC30	unreviewed	A0AAD9VC30_ACRCE	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7	P5673_007034	Acropora cervicornis (Staghorn coral)	73	mitochondrial intermembrane space [GO:0005758]	mitochondrial respiratory chain complex assembly [GO:0033108]	GO:0005758; GO:0033108		mitochondrial intermembrane space [GO:0005758]; mitochondrial respiratory chain complex assembly [GO:0033108]
PFX14589.1	A0A2B4RCS4	unreviewed	A0A2B4RCS4_STYPI	Retrovirus-related Pol polyprotein from transposon 17.6	pol AWC38_SpisGene21240	Stylophora pistillata (Smooth cauliflower coral)	374			GO:0003964; GO:0004519	endonuclease activity [GO:0004519]; RNA-directed DNA polymerase activity [GO:0003964]	endonuclease activity [GO:0004519]; RNA-directed DNA polymerase activity [GO:0003964]
KAK2573605.1	A0AAD9VH01	unreviewed	A0AAD9VH01_ACRCE	Uncharacterized protein	P5673_001276	Acropora cervicornis (Staghorn coral)	998					
KAK2557914.1	A0AAD9V1K1	unreviewed	A0AAD9V1K1_ACRCE	C2H2-type domain-containing protein	P5673_019898	Acropora cervicornis (Staghorn coral)	398			GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]
RMX44380.1	A0A3M6TSL4	unreviewed	A0A3M6TSL4_POCDA	Uncharacterized protein	pdam_00011223	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	118					
KAK2567724.1	A0AAD9VB08	unreviewed	A0AAD9VB08_ACRCE	Actin-depolymerizing factor 3	P5673_008588	Acropora cervicornis (Staghorn coral)	163	actin cytoskeleton [GO:0015629]	actin filament depolymerization [GO:0030042]	GO:0003779; GO:0015629; GO:0030042	actin binding [GO:0003779]	actin cytoskeleton [GO:0015629]; actin binding [GO:0003779]; actin filament depolymerization [GO:0030042]
CAH3031796.1	A0AAU9VNK6	unreviewed	A0AAU9VNK6_9CNID	CCHC-type domain-containing protein	PMEA_00000621	Pocillopora meandrina	283					
PFX25154.1	A0A2B4S371	unreviewed	A0A2B4S371_STYPI	Uncharacterized protein	AWC38_SpisGene10224	Stylophora pistillata (Smooth cauliflower coral)	636					
CAB3992213.1	A0A7D9HWQ6	unreviewed	A0A7D9HWQ6_PARCT	Leucine-rich repeat-containing DDB_G0290503 isoform X1	PACLA_8A022003	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	660			GO:0004842	ubiquitin-protein transferase activity [GO:0004842]	ubiquitin-protein transferase activity [GO:0004842]
PFX25821.1	A0A2B4S7E3	unreviewed	A0A2B4S7E3_STYPI	Zinc finger protein 862	ZNF862 AWC38_SpisGene9513	Stylophora pistillata (Smooth cauliflower coral)	795					
KAK2565013.1	A0AAD9QPF8	unreviewed	A0AAD9QPF8_ACRCE	MICAL-like protein 2	P5673_011727	Acropora cervicornis (Staghorn coral)	170					
KAK2560715.1	A0AAD9QG94	unreviewed	A0AAD9QG94_ACRCE	Adenine phosphoribosyltransferase (EC 2.4.2.7)	P5673_016482	Acropora cervicornis (Staghorn coral)	186	cytoplasm [GO:0005737]	adenine salvage [GO:0006168]; AMP salvage [GO:0044209]; purine ribonucleoside salvage [GO:0006166]	GO:0002055; GO:0003999; GO:0005737; GO:0006166; GO:0006168; GO:0016208; GO:0044209	adenine binding [GO:0002055]; adenine phosphoribosyltransferase activity [GO:0003999]; AMP binding [GO:0016208]	cytoplasm [GO:0005737]; adenine binding [GO:0002055]; adenine phosphoribosyltransferase activity [GO:0003999]; AMP binding [GO:0016208]; adenine salvage [GO:0006168]; AMP salvage [GO:0044209]; purine ribonucleoside salvage [GO:0006166]
KAK2561557.1	A0AAD9V577	unreviewed	A0AAD9V577_ACRCE	AP complex subunit beta	P5673_015535	Acropora cervicornis (Staghorn coral)	781	clathrin adaptor complex [GO:0030131]; endomembrane system [GO:0012505]	intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192]	GO:0006886; GO:0012505; GO:0016192; GO:0030131; GO:0030276	clathrin binding [GO:0030276]	clathrin adaptor complex [GO:0030131]; endomembrane system [GO:0012505]; clathrin binding [GO:0030276]; intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192]
KAK2564831.1	A0AAD9QPN4	unreviewed	A0AAD9QPN4_ACRCE	Zinc finger CW-type PWWP domain protein 2-like protein	P5673_011524	Acropora cervicornis (Staghorn coral)	574	nucleus [GO:0005634]		GO:0003677; GO:0005634; GO:0008270; GO:0035064	DNA binding [GO:0003677]; methylated histone binding [GO:0035064]; zinc ion binding [GO:0008270]	nucleus [GO:0005634]; DNA binding [GO:0003677]; methylated histone binding [GO:0035064]; zinc ion binding [GO:0008270]
EDO35972.1	A7SJX3	unreviewed	A7SJX3_NEMVE	Uncharacterized protein	NEMVEDRAFT_v1g245770	Nematostella vectensis (Starlet sea anemone)	168					
KAK2571921.1	A0AAD9VEV7	unreviewed	A0AAD9VEV7_ACRCE	Uncharacterized protein	P5673_003332	Acropora cervicornis (Staghorn coral)	166					
PFX15006.1	A0A2B4RCW6	unreviewed	A0A2B4RCW6_STYPI	Reverse transcriptase domain-containing protein	AWC38_SpisGene20803	Stylophora pistillata (Smooth cauliflower coral)	833					
KAK2551005.1	A0AAD9PYH0	unreviewed	A0AAD9PYH0_ACRCE	Uncharacterized protein	P5673_028225	Acropora cervicornis (Staghorn coral)	338					
KAK2571478.1	A0AAD9R283	unreviewed	A0AAD9R283_ACRCE	Coagulation factor V	P5673_004081	Acropora cervicornis (Staghorn coral)	180	endomembrane system [GO:0012505]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]	cell adhesion [GO:0007155]	GO:0005576; GO:0005886; GO:0007155; GO:0012505; GO:0038023	signaling receptor activity [GO:0038023]	endomembrane system [GO:0012505]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; signaling receptor activity [GO:0038023]; cell adhesion [GO:0007155]
KAK2550593.1	A0AAD9UUN3	unreviewed	A0AAD9UUN3_ACRCE	Protein ATP6V1FNB	P5673_028643	Acropora cervicornis (Staghorn coral)	179					
RMX47786.1	A0A3M6U2H1	unreviewed	A0A3M6U2H1_POCDA	Uncharacterized protein	pdam_00024359	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	155					
KAJ7388977.1	A0A9X0D6A5	unreviewed	A0A9X0D6A5_9CNID	Coiled-coil domain-containing protein 105	OS493_034365	Desmophyllum pertusum	401	cilium [GO:0005929]; cytoplasm [GO:0005737]		GO:0005737; GO:0005929		cilium [GO:0005929]; cytoplasm [GO:0005737]
KAK2549643.1	A0AAD9PVG5	unreviewed	A0AAD9PVG5_ACRCE	Rho guanine nucleotide exchange factor 17	P5673_029898	Acropora cervicornis (Staghorn coral)	2144		actin cytoskeleton organization [GO:0030036]	GO:0005085; GO:0030036	guanyl-nucleotide exchange factor activity [GO:0005085]	guanyl-nucleotide exchange factor activity [GO:0005085]; actin cytoskeleton organization [GO:0030036]
KAK2572487.1	A0AAD9R3S1	unreviewed	A0AAD9R3S1_ACRCE	Radixin	P5673_002739	Acropora cervicornis (Staghorn coral)	369	cytoskeleton [GO:0005856]	actomyosin structure organization [GO:0031032]	GO:0005856; GO:0031032		cytoskeleton [GO:0005856]; actomyosin structure organization [GO:0031032]
KAK2570686.1	A0AAD9R075	unreviewed	A0AAD9R075_ACRCE	Headcase protein-like protein	P5673_004373	Acropora cervicornis (Staghorn coral)	429					
KAK2550525.1	A0AAD9PXL4	unreviewed	A0AAD9PXL4_ACRCE	Ribosomal protein mS38 C-terminal domain-containing protein	P5673_028723	Acropora cervicornis (Staghorn coral)	200					
KAK2555374.1	A0AAD9Q621	unreviewed	A0AAD9Q621_ACRCE	Uncharacterized protein	P5673_023011	Acropora cervicornis (Staghorn coral)	267					
KAK2178474.1	A0AAD9KVL2	unreviewed	A0AAD9KVL2_RIDPI	Reverse transcriptase domain-containing protein	NP493_542g01012	Ridgeia piscesae (Tubeworm)	201					
KAJ7375467.1	A0A9W9Z5E9	unreviewed	A0A9W9Z5E9_9CNID	Peptidase S1 domain-containing protein	OS493_002241	Desmophyllum pertusum	394		proteolysis [GO:0006508]	GO:0004252; GO:0006508	serine-type endopeptidase activity [GO:0004252]	serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]
KAK2555699.1	A0AAD9Q6Y7	unreviewed	A0AAD9Q6Y7_ACRCE	Uncharacterized protein	P5673_022732	Acropora cervicornis (Staghorn coral)	236					
KAK2550523.1	A0AAD9PWT9	unreviewed	A0AAD9PWT9_ACRCE	Membrane progestin receptor gamma-A	P5673_028721	Acropora cervicornis (Staghorn coral)	345	membrane [GO:0016020]		GO:0016020; GO:0038023; GO:0046872	metal ion binding [GO:0046872]; signaling receptor activity [GO:0038023]	membrane [GO:0016020]; metal ion binding [GO:0046872]; signaling receptor activity [GO:0038023]
CAI9726768.1	A0AA36B2I3	unreviewed	A0AA36B2I3_OCTVU	Craniofacial development protein 2-like	OCTVUL_1B022020	Octopus vulgaris (Common octopus)	291					
KAK2546981.1	A0AAD9PQG6	unreviewed	A0AAD9PQG6_ACRCE	Protein PML	P5673_033258	Acropora cervicornis (Staghorn coral)	799	cytoplasm [GO:0005737]	DNA catabolic process [GO:0006308]	GO:0003676; GO:0005737; GO:0006308; GO:0008296	3'-5'-DNA exonuclease activity [GO:0008296]; nucleic acid binding [GO:0003676]	cytoplasm [GO:0005737]; 3'-5'-DNA exonuclease activity [GO:0008296]; nucleic acid binding [GO:0003676]; DNA catabolic process [GO:0006308]
KAK2553494.1	A0AAD9Q2S8	unreviewed	A0AAD9Q2S8_ACRCE	methylcrotonoyl-CoA carboxylase (EC 6.4.1.4) (3-methylcrotonyl-CoA carboxylase 2) (3-methylcrotonyl-CoA carboxylase non-biotin-containing subunit) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit beta)	P5673_025257	Acropora cervicornis (Staghorn coral)	360	methylcrotonoyl-CoA carboxylase complex [GO:1905202]; mitochondrion [GO:0005739]	L-leucine catabolic process [GO:0006552]	GO:0004485; GO:0005739; GO:0006552; GO:1905202	methylcrotonoyl-CoA carboxylase activity [GO:0004485]	methylcrotonoyl-CoA carboxylase complex [GO:1905202]; mitochondrion [GO:0005739]; methylcrotonoyl-CoA carboxylase activity [GO:0004485]; L-leucine catabolic process [GO:0006552]
KAK2549641.1	A0AAD9PV37	unreviewed	A0AAD9PV37_ACRCE	V-type proton ATPase subunit S1	P5673_029895	Acropora cervicornis (Staghorn coral)	238	proton-transporting V-type ATPase complex [GO:0033176]	regulation of cellular pH [GO:0030641]	GO:0001671; GO:0030641; GO:0033176	ATPase activator activity [GO:0001671]	proton-transporting V-type ATPase complex [GO:0033176]; ATPase activator activity [GO:0001671]; regulation of cellular pH [GO:0030641]
VDM06206.1	A0A183TTM2	unreviewed	A0A183TTM2_SCHSO	Reverse transcriptase domain-containing protein	SSLN_LOCUS19820	Schistocephalus solidus (Tapeworm)	361					
CAB3987318.1	A0A6S7G5W2	unreviewed	A0A6S7G5W2_PARCT	Retrotransposon gag domain-containing protein	PACLA_8A044589	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	213					
KAK2571618.1	A0AAD9R1X9	unreviewed	A0AAD9R1X9_ACRCE	Mitochondrial cardiolipin hydrolase (Mitochondrial phospholipase)	P5673_002980	Acropora cervicornis (Staghorn coral)	230	mitochondrion [GO:0005739]	lipid catabolic process [GO:0016042]; piRNA processing [GO:0034587]	GO:0005739; GO:0008270; GO:0016042; GO:0016891; GO:0034587	RNA endonuclease activity, producing 5'-phosphomonoesters [GO:0016891]; zinc ion binding [GO:0008270]	mitochondrion [GO:0005739]; RNA endonuclease activity, producing 5'-phosphomonoesters [GO:0016891]; zinc ion binding [GO:0008270]; lipid catabolic process [GO:0016042]; piRNA processing [GO:0034587]
