From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (GO)	Gene Names (primary)
XP_027059679.1	A0A3M6V5N0	unreviewed	A0A3M6V5N0_POCDA	Homeobox domain-containing protein	pdam_00003493	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	239	nucleus [GO:0005634]		GO:0000981; GO:0005634; GO:1990837	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific double-stranded DNA binding [GO:1990837]	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific double-stranded DNA binding [GO:1990837]	
XP_027041809.1	A0A3M6U1U9	unreviewed	A0A3M6U1U9_POCDA	THUMP domain-containing protein	pdam_00019003	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	329		tRNA modification [GO:0006400]	GO:0003723; GO:0006400	RNA binding [GO:0003723]	RNA binding [GO:0003723]; tRNA modification [GO:0006400]	
XP_027049771.1	A0A3M6TIP4	unreviewed	A0A3M6TIP4_POCDA	Uncharacterized protein	pdam_00023141	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	99						
XP_027048162.1	A0A3M6ULJ3	unreviewed	A0A3M6ULJ3_POCDA	DUF1349 domain-containing protein	pdam_00004607	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	217						
XP_027039971.1	A0A3M6UND3	unreviewed	A0A3M6UND3_POCDA	LITAF domain-containing protein	pdam_00014067	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	133	late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]		GO:0005765; GO:0008270; GO:0031902	zinc ion binding [GO:0008270]	late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; zinc ion binding [GO:0008270]	
XP_027050523.1	A0A3M6ULA8	unreviewed	A0A3M6ULA8_POCDA	Uncharacterized protein	pdam_00013864	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	92						
XP_027057127.1	A0A3M6UVS9	unreviewed	A0A3M6UVS9_POCDA	PSI domain-containing protein	pdam_00020083	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	217	cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleus [GO:0005634]	protein import into nucleus [GO:0006606]	GO:0005634; GO:0005737; GO:0006606; GO:0016020		cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleus [GO:0005634]; protein import into nucleus [GO:0006606]	
XP_027057659.1	A0A3M6UUK8	unreviewed	A0A3M6UUK8_POCDA	PCNA-associated factor (PCNA-associated factor of 15 kDa) (PCNA-clamp-associated factor)	pdam_00023517	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	107	nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]	regulation of cell cycle [GO:0051726]; translesion synthesis [GO:0019985]	GO:0003682; GO:0005634; GO:0019985; GO:0048471; GO:0051726	chromatin binding [GO:0003682]	nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; chromatin binding [GO:0003682]; regulation of cell cycle [GO:0051726]; translesion synthesis [GO:0019985]	
XP_027044901.1	A0A3M6TVN0	unreviewed	A0A3M6TVN0_POCDA	SMP-LTD domain-containing protein	pdam_00000747	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	275	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
XP_022799221.1	A0A2B4SS98	unreviewed	A0A2B4SS98_STYPI	MOB kinase activator 1B	Mob1b AWC38_SpisGene1564	Stylophora pistillata (Smooth cauliflower coral)	217			GO:0016301	kinase activity [GO:0016301]	kinase activity [GO:0016301]	Mob1b
XP_027039547.1	A0A3M6U7H7	unreviewed	A0A3M6U7H7_POCDA	UPAR/Ly6 domain-containing protein	pdam_00024759	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	127	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
XP_027049485.1	A0A3M6TJ14	unreviewed	A0A3M6TJ14_POCDA	Sulfatase-modifying factor enzyme domain-containing protein	pdam_00013505	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	302	endoplasmic reticulum [GO:0005783]		GO:0005783		endoplasmic reticulum [GO:0005783]	
XP_027059151.1	A0A3M6URU6	unreviewed	A0A3M6URU6_POCDA	Mitochondrial import inner membrane translocase subunit	pdam_00011467	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	103	mitochondrial inner membrane [GO:0005743]	protein transport [GO:0015031]	GO:0005743; GO:0015031		mitochondrial inner membrane [GO:0005743]; protein transport [GO:0015031]	
XP_027059995.1	A0A3M6V3R3	unreviewed	A0A3M6V3R3_POCDA	Apple domain-containing protein	pdam_00001385	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	127						
XP_027048510.1	A0A3M6TLC3	unreviewed	A0A3M6TLC3_POCDA	Fibrinogen C-terminal domain-containing protein	pdam_00023543	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	265						
XP_027038856.1	A0A3M6U972	unreviewed	A0A3M6U972_POCDA	Transcription factor CBF/NF-Y/archaeal histone domain-containing protein	pdam_00002877	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	213	negative cofactor 2 complex [GO:0017054]		GO:0001046; GO:0016251; GO:0017054; GO:0046982	core promoter sequence-specific DNA binding [GO:0001046]; protein heterodimerization activity [GO:0046982]; RNA polymerase II general transcription initiation factor activity [GO:0016251]	negative cofactor 2 complex [GO:0017054]; core promoter sequence-specific DNA binding [GO:0001046]; protein heterodimerization activity [GO:0046982]; RNA polymerase II general transcription initiation factor activity [GO:0016251]	
XP_027045096.1	A0A3M6V4A1	unreviewed	A0A3M6V4A1_POCDA	G-protein coupled receptors family 1 profile domain-containing protein	pdam_00014283	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	329	plasma membrane [GO:0005886]		GO:0004930; GO:0005886	G protein-coupled receptor activity [GO:0004930]	plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]	
XP_027049269.1	A0A3M6ULU1	unreviewed	A0A3M6ULU1_POCDA	G-protein coupled receptors family 1 profile domain-containing protein	pdam_00019994	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	319	plasma membrane [GO:0005886]		GO:0004930; GO:0005886	G protein-coupled receptor activity [GO:0004930]	plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]	
XP_027038224.1	A0A3M6UAF4	unreviewed	A0A3M6UAF4_POCDA	BTB domain-containing protein	pdam_00009654	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	758						
XP_022793856.1	A0A2B4RYX3	unreviewed	A0A2B4RYX3_STYPI	Crooked neck-like protein 1	CRNKL1 AWC38_SpisGene11791	Stylophora pistillata (Smooth cauliflower coral)	683	post-mRNA release spliceosomal complex [GO:0071014]; precatalytic spliceosome [GO:0071011]; Prp19 complex [GO:0000974]; U2-type catalytic step 2 spliceosome [GO:0071007]	spliceosomal complex assembly [GO:0000245]	GO:0000245; GO:0000974; GO:0071007; GO:0071011; GO:0071014		post-mRNA release spliceosomal complex [GO:0071014]; precatalytic spliceosome [GO:0071011]; Prp19 complex [GO:0000974]; U2-type catalytic step 2 spliceosome [GO:0071007]; spliceosomal complex assembly [GO:0000245]	CRNKL1
XP_027040011.1	A0A3M6U6I5	unreviewed	A0A3M6U6I5_POCDA	Uncharacterized protein	pdam_00003884	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	529						
XP_027038746.1	A0A3M6U8P8	unreviewed	A0A3M6U8P8_POCDA	Uncharacterized protein	pdam_00002879	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	269		arginine metabolic process [GO:0006525]; citrulline metabolic process [GO:0000052]; positive regulation of nitric oxide biosynthetic process [GO:0045429]	GO:0000052; GO:0006525; GO:0016403; GO:0016597; GO:0045429	amino acid binding [GO:0016597]; dimethylargininase activity [GO:0016403]	amino acid binding [GO:0016597]; dimethylargininase activity [GO:0016403]; arginine metabolic process [GO:0006525]; citrulline metabolic process [GO:0000052]; positive regulation of nitric oxide biosynthetic process [GO:0045429]	
XP_027039702.1	A0A3M6UNM7	unreviewed	A0A3M6UNM7_POCDA	Band 7 domain-containing protein	pdam_00021807	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	166						
XP_027045053.1	A0A3M6TUY0	unreviewed	A0A3M6TUY0_POCDA	RING-type domain-containing protein	pdam_00014032	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	511	cytoplasm [GO:0005737]; nucleus [GO:0005634]		GO:0003723; GO:0005634; GO:0005737; GO:0008270	RNA binding [GO:0003723]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]	
XP_027053657.1	A0A3M6T989	unreviewed	A0A3M6T989_POCDA	Small monomeric GTPase	pdam_00009047	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	211	membrane [GO:0016020]	signal transduction [GO:0007165]	GO:0003924; GO:0005525; GO:0007165; GO:0016020	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	membrane [GO:0016020]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; signal transduction [GO:0007165]	
XP_027043767.1	A0A3M6TXL7	unreviewed	A0A3M6TXL7_POCDA	C2H2-type domain-containing protein	pdam_00017699	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	326			GO:0000978; GO:0000981; GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]	
XP_027042233.1	A0A3M6V2F2	unreviewed	A0A3M6V2F2_POCDA	Cation/H+ exchanger transmembrane domain-containing protein	pdam_00004490	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	129	plasma membrane [GO:0005886]	regulation of intracellular pH [GO:0051453]; sodium ion import across plasma membrane [GO:0098719]	GO:0005886; GO:0015385; GO:0015386; GO:0051453; GO:0098719	potassium:proton antiporter activity [GO:0015386]; sodium:proton antiporter activity [GO:0015385]	plasma membrane [GO:0005886]; potassium:proton antiporter activity [GO:0015386]; sodium:proton antiporter activity [GO:0015385]; regulation of intracellular pH [GO:0051453]; sodium ion import across plasma membrane [GO:0098719]	
XP_027038428.1	A0A3M6UA43	unreviewed	A0A3M6UA43_POCDA	HSF-type DNA-binding domain-containing protein	pdam_00018317	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	276	nucleus [GO:0005634]		GO:0003700; GO:0005634; GO:0043565	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	
XP_027060371.1	A0A3M6UI97	unreviewed	A0A3M6UI97_POCDA	Transcriptional adapter	pdam_00014248	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	433	nucleus [GO:0005634]; SAGA-type complex [GO:0070461]	chromatin remodeling [GO:0006338]; regulation of transcription by RNA polymerase II [GO:0006357]	GO:0003682; GO:0003713; GO:0005634; GO:0006338; GO:0006357; GO:0008270; GO:0070461	chromatin binding [GO:0003682]; transcription coactivator activity [GO:0003713]; zinc ion binding [GO:0008270]	nucleus [GO:0005634]; SAGA-type complex [GO:0070461]; chromatin binding [GO:0003682]; transcription coactivator activity [GO:0003713]; zinc ion binding [GO:0008270]; chromatin remodeling [GO:0006338]; regulation of transcription by RNA polymerase II [GO:0006357]	
XP_027044229.1	A0A3M6UMB4	unreviewed	A0A3M6UMB4_POCDA	Ribosomal protein L19	pdam_00014132	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	215	cytosolic large ribosomal subunit [GO:0022625]	translation [GO:0006412]	GO:0003723; GO:0003735; GO:0006412; GO:0022625	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	
XP_027035822.1	A0A3M6UH85	unreviewed	A0A3M6UH85_POCDA	EF-hand domain-containing protein	pdam_00016259	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	153	myosin II complex [GO:0016460]		GO:0005509; GO:0016460	calcium ion binding [GO:0005509]	myosin II complex [GO:0016460]; calcium ion binding [GO:0005509]	
XP_027044672.1	A0A3M6TV53	unreviewed	A0A3M6TV53_POCDA	Uncharacterized protein	pdam_00000756	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	155						
XP_027060474.1	A0A3M6UIB3	unreviewed	A0A3M6UIB3_POCDA	UDP-N-acetylglucosamine transporter	pdam_00022793	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	344	Golgi membrane [GO:0000139]		GO:0000139; GO:0015165	pyrimidine nucleotide-sugar transmembrane transporter activity [GO:0015165]	Golgi membrane [GO:0000139]; pyrimidine nucleotide-sugar transmembrane transporter activity [GO:0015165]	
XP_027039209.1	A0A3M6U899	unreviewed	A0A3M6U899_POCDA	Small monomeric GTPase	pdam_00009118	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	242	plasma membrane [GO:0005886]		GO:0003924; GO:0005525; GO:0005886	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	plasma membrane [GO:0005886]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]	
XP_027056625.1	A0A3M6UX63	unreviewed	A0A3M6UX63_POCDA	ETS domain-containing protein	pdam_00000242	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	199	nucleus [GO:0005634]	cell differentiation [GO:0030154]	GO:0000981; GO:0005634; GO:0030154; GO:0043565	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]; cell differentiation [GO:0030154]	
XP_027051360.1	A0A3M6TEI2	unreviewed	A0A3M6TEI2_POCDA	Protein kinase domain-containing protein	pdam_00016815	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	334	nucleus [GO:0005634]	intracellular signal transduction [GO:0035556]; positive regulation of apoptotic process [GO:0043065]	GO:0004674; GO:0005524; GO:0005634; GO:0035556; GO:0043065	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	nucleus [GO:0005634]; ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; intracellular signal transduction [GO:0035556]; positive regulation of apoptotic process [GO:0043065]	
XP_027054285.1	A0A3M6T7P7	unreviewed	A0A3M6T7P7_POCDA	PNPLA domain-containing protein	pdam_00022480	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	828	cytosol [GO:0005829]; membrane [GO:0016020]	glycerophospholipid catabolic process [GO:0046475]	GO:0005509; GO:0005544; GO:0005829; GO:0016020; GO:0046475; GO:0047498	calcium ion binding [GO:0005509]; calcium-dependent phospholipase A2 activity [GO:0047498]; calcium-dependent phospholipid binding [GO:0005544]	cytosol [GO:0005829]; membrane [GO:0016020]; calcium ion binding [GO:0005509]; calcium-dependent phospholipase A2 activity [GO:0047498]; calcium-dependent phospholipid binding [GO:0005544]; glycerophospholipid catabolic process [GO:0046475]	
XP_027057940.1	A0A3M6UTR2	unreviewed	A0A3M6UTR2_POCDA	EXPERA domain-containing protein	pdam_00008222	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	494	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
XP_027039185.1	A0A3M6UNL7	unreviewed	A0A3M6UNL7_POCDA	Serine/threonine-protein phosphatase (EC 3.1.3.16)	pdam_00017785	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	484		calcineurin-mediated signaling [GO:0097720]	GO:0005516; GO:0017018; GO:0033192; GO:0097720; GO:0140791; GO:0180004; GO:0180005; GO:0180006; GO:0180007; GO:0180008; GO:1990439	calmodulin binding [GO:0005516]; calmodulin-dependent protein phosphatase activity [GO:0033192]; histone H2AXS140 phosphatase activity [GO:0140791]; MAP kinase serine/threonine phosphatase activity [GO:1990439]; myosin phosphatase activity [GO:0017018]; RNA polymerase II CTD heptapeptide repeat S2 phosphatase activity [GO:0180006]; RNA polymerase II CTD heptapeptide repeat S5 phosphatase activity [GO:0180007]; RNA polymerase II CTD heptapeptide repeat S7 phosphatase activity [GO:0180008]; RNA polymerase II CTD heptapeptide repeat T4 phosphatase activity [GO:0180005]; RNA polymerase II CTD heptapeptide repeat Y1 phosphatase activity [GO:0180004]	calmodulin binding [GO:0005516]; calmodulin-dependent protein phosphatase activity [GO:0033192]; histone H2AXS140 phosphatase activity [GO:0140791]; MAP kinase serine/threonine phosphatase activity [GO:1990439]; myosin phosphatase activity [GO:0017018]; RNA polymerase II CTD heptapeptide repeat S2 phosphatase activity [GO:0180006]; RNA polymerase II CTD heptapeptide repeat S5 phosphatase activity [GO:0180007]; RNA polymerase II CTD heptapeptide repeat S7 phosphatase activity [GO:0180008]; RNA polymerase II CTD heptapeptide repeat T4 phosphatase activity [GO:0180005]; RNA polymerase II CTD heptapeptide repeat Y1 phosphatase activity [GO:0180004]; calcineurin-mediated signaling [GO:0097720]	
XP_027058348.1	A0A3M6UTF4	unreviewed	A0A3M6UTF4_POCDA	40S ribosomal protein S25	pdam_00006323	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	127	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]		GO:0005840; GO:1990904		ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	
XP_027053750.1	A0A3M6T939	unreviewed	A0A3M6T939_POCDA	Uncharacterized protein	pdam_00023265	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	260	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
XP_027057125.1	A0A3M6UVU2	unreviewed	A0A3M6UVU2_POCDA	Uncharacterized protein	pdam_00020074	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	231						
XP_027036027.1	A0A3M6UGH0	unreviewed	A0A3M6UGH0_POCDA	G-protein coupled receptors family 1 profile domain-containing protein	pdam_00004216	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	327	membrane [GO:0016020]		GO:0004930; GO:0016020	G protein-coupled receptor activity [GO:0004930]	membrane [GO:0016020]; G protein-coupled receptor activity [GO:0004930]	
XP_027046125.1	A0A3M6TS89	unreviewed	A0A3M6TS89_POCDA	DDRGK domain-containing protein 1	pdam_00019507	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	257	membrane [GO:0016020]		GO:0016020; GO:0044389	ubiquitin-like protein ligase binding [GO:0044389]	membrane [GO:0016020]; ubiquitin-like protein ligase binding [GO:0044389]	
XP_027036084.1	A0A3M6UG60	unreviewed	A0A3M6UG60_POCDA	PH domain-containing protein	pdam_00004245	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1950	actin cytoskeleton [GO:0015629]		GO:0015629; GO:0051015	actin filament binding [GO:0051015]	actin cytoskeleton [GO:0015629]; actin filament binding [GO:0051015]	
XP_027041777.1	A0A3M6U1X8	unreviewed	A0A3M6U1X8_POCDA	Uncharacterized protein	pdam_00015130	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	311						
XP_027048456.1	A0A3M6V0L4	unreviewed	A0A3M6V0L4_POCDA	Protein YIPF	pdam_00018369	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	268	Golgi membrane [GO:0000139]; trans-Golgi network [GO:0005802]	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; vesicle fusion with Golgi apparatus [GO:0048280]	GO:0000139; GO:0005802; GO:0006888; GO:0048280		Golgi membrane [GO:0000139]; trans-Golgi network [GO:0005802]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; vesicle fusion with Golgi apparatus [GO:0048280]	
XP_027041349.1	A0A3M6U365	unreviewed	A0A3M6U365_POCDA	Ig-like domain-containing protein	pdam_00005341	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1131	cytoplasm [GO:0005737]; membrane [GO:0016020]		GO:0005737; GO:0016020		cytoplasm [GO:0005737]; membrane [GO:0016020]	
XP_027050609.1	A0A3M6TGN8	unreviewed	A0A3M6TGN8_POCDA	RWD domain-containing protein	pdam_00022454	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	582	cytoplasm [GO:0005737]		GO:0005525; GO:0005737; GO:0016887	ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]	cytoplasm [GO:0005737]; ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]	
XP_027047748.1	A0A3M6TNW9	unreviewed	A0A3M6TNW9_POCDA	Prefoldin subunit 2	pdam_00001842	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	148	prefoldin complex [GO:0016272]	protein folding [GO:0006457]	GO:0006457; GO:0016272; GO:0051082	unfolded protein binding [GO:0051082]	prefoldin complex [GO:0016272]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457]	
XP_027057758.1	A0A3M6UVA8	unreviewed	A0A3M6UVA8_POCDA	NERD domain-containing protein	pdam_00010581	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	894						
XP_022782739.1	A0A2B4SN89	unreviewed	A0A2B4SN89_STYPI	Signal peptide, CUB and EGF-like domain-containing protein 1	Scube1 AWC38_SpisGene4815	Stylophora pistillata (Smooth cauliflower coral)	287			GO:0005509	calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	Scube1
XP_027036220.1	A0A3M6UFZ0	unreviewed	A0A3M6UFZ0_POCDA	RING-type domain-containing protein	pdam_00013793	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	744			GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]	
XP_027056281.1	A0A3M6UXR5	unreviewed	A0A3M6UXR5_POCDA	26S proteasome non-ATPase regulatory subunit 5	pdam_00020874	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	505	cytosol [GO:0005829]	proteasome assembly [GO:0043248]	GO:0005829; GO:0043248		cytosol [GO:0005829]; proteasome assembly [GO:0043248]	
XP_027056644.1	A0A3M6UX79	unreviewed	A0A3M6UX79_POCDA	Uncharacterized protein	pdam_00000053	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	671						
XP_027054738.1	A0A3M6T6M4	unreviewed	A0A3M6T6M4_POCDA	Methyltransferase domain-containing protein	pdam_00016449	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	261		methylation [GO:0032259]	GO:0008168; GO:0032259	methyltransferase activity [GO:0008168]	methyltransferase activity [GO:0008168]; methylation [GO:0032259]	
XP_027038767.1	A0A3M6U960	unreviewed	A0A3M6U960_POCDA	Uncharacterized protein	pdam_00002945	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	187						
XP_027048273.1	A0A3M6TLU5	unreviewed	A0A3M6TLU5_POCDA	Homeobox domain-containing protein	pdam_00004887	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	438	nucleus [GO:0005634]	positive regulation of transcription by RNA polymerase II [GO:0045944]	GO:0000978; GO:0000981; GO:0005634; GO:0045944	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; positive regulation of transcription by RNA polymerase II [GO:0045944]	
XP_027039663.1	A0A3M6U6V3	unreviewed	A0A3M6U6V3_POCDA	Ubiquitin-like domain-containing protein	pdam_00025064	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	116	elongin complex [GO:0070449]; VCB complex [GO:0030891]	transcription elongation by RNA polymerase II [GO:0006368]	GO:0006368; GO:0030891; GO:0070449		elongin complex [GO:0070449]; VCB complex [GO:0030891]; transcription elongation by RNA polymerase II [GO:0006368]	
XP_027040672.1	A0A3M6UNC7	unreviewed	A0A3M6UNC7_POCDA	G-protein coupled receptors family 1 profile domain-containing protein	pdam_00007431	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	341	membrane [GO:0016020]		GO:0004930; GO:0016020	G protein-coupled receptor activity [GO:0004930]	membrane [GO:0016020]; G protein-coupled receptor activity [GO:0004930]	
XP_027048378.1	A0A3M6TLJ9	unreviewed	A0A3M6TLJ9_POCDA	C2H2-type domain-containing protein	pdam_00009844	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	226	nucleus [GO:0005634]		GO:0005634; GO:0008270	zinc ion binding [GO:0008270]	nucleus [GO:0005634]; zinc ion binding [GO:0008270]	
XP_027058267.1	A0A3M6V542	unreviewed	A0A3M6V542_POCDA	Chromatin target of PRMT1 protein C-terminal domain-containing protein	pdam_00010529	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	267			GO:0003723	RNA binding [GO:0003723]	RNA binding [GO:0003723]	
XP_027047211.1	A0A3M6TQ50	unreviewed	A0A3M6TQ50_POCDA	Peptidase S1 domain-containing protein	pdam_00016095	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	896		proteolysis [GO:0006508]	GO:0004252; GO:0006508	serine-type endopeptidase activity [GO:0004252]	serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	
XP_027051856.1	A0A3M6TDK5	unreviewed	A0A3M6TDK5_POCDA	Uncharacterized protein	pdam_00007603	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	325						
XP_027049175.1	A0A3M6TJY7	unreviewed	A0A3M6TJY7_POCDA	Uncharacterized protein	pdam_00008866	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	504	extracellular region [GO:0005576]	response to oxidative stress [GO:0006979]	GO:0004601; GO:0005576; GO:0006979; GO:0020037; GO:0046872	heme binding [GO:0020037]; metal ion binding [GO:0046872]; peroxidase activity [GO:0004601]	extracellular region [GO:0005576]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; peroxidase activity [GO:0004601]; response to oxidative stress [GO:0006979]	
XP_027042350.1	A0A3M6U0T6	unreviewed	A0A3M6U0T6_POCDA	DED domain-containing protein	pdam_00021931	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	262		apoptotic process [GO:0006915]; regulation of apoptotic process [GO:0042981]	GO:0006915; GO:0042981		apoptotic process [GO:0006915]; regulation of apoptotic process [GO:0042981]	
XP_027050451.1	A0A3M6TGZ1	unreviewed	A0A3M6TGZ1_POCDA	VWFA domain-containing protein	pdam_00019934	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	928						
XP_027049131.1	A0A3M6V476	unreviewed	A0A3M6V476_POCDA	Uncharacterized protein	pdam_00014541	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	396						
XP_027044019.1	A0A3M6TWY2	unreviewed	A0A3M6TWY2_POCDA	F5/8 type C domain-containing protein	pdam_00011051	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	149						
XP_027045624.1	A0A3M6TTS3	unreviewed	A0A3M6TTS3_POCDA	Seven cysteines N-terminal domain-containing protein	pdam_00002708	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	217	cytoplasmic vesicle [GO:0031410]; membrane [GO:0016020]	neuron migration [GO:0001764]	GO:0001764; GO:0016020; GO:0031410		cytoplasmic vesicle [GO:0031410]; membrane [GO:0016020]; neuron migration [GO:0001764]	
